comment_id,text,likeCount,publishedAt,text_clean,lang,label
UgxA7pUJxU0XHc6NEEh4AaABAg,"মোদি আপ প্রধানমন্ত্রী হ্যাঁ, হিসাব আপকো দেনা পারেগা, হাম লোক ভারতীয় নাগরিক, হিসাব মোদি সে , নিবো, নরেন্দ্র মোদি জিন্দাবাদ, ভারত মাতা কি জয়",1,2025-08-05T03:59:23Z,"মোদি আপ প্রধানমন্ত্রী হ্যাঁ, হিসাব আপকো দেনা পারেগা, হাম লোক ভারতীয় নাগরিক, হিসাব মোদি সে , নিবো, নরেন্দ্র মোদি জিন্দাবাদ, ভারত মাতা কি জয়",bn,not hope
UgxjAUukzzQ_t-d49zF4AaABAg,@ narendra modi ji prime Minister of india send snigdha mehra in jail arrest her because she is a criminal apradi hay yeh aorat snigdha mehra esliye girifthar karo snigdha mehra ko put snigdha mehra in jail hisank hay snigdha mehra mujhe mar Rahi hay,0,2025-07-26T16:41:49Z,@ narendra modi ji prime Minister of india send snigdha mehra in jail arrest her because she is a criminal apradi hay yeh aorat snigdha mehra esliye girifthar karo snigdha mehra ko put snigdha mehra in jail hisank hay snigdha mehra mujhe mar Rahi hay,so,not hope
UgyqWqr1wrdmaExE4P94AaABAg,Mamsdf. Mamsdf. Mamsdf,0,2025-07-26T04:39:49Z,Mamsdf. Mamsdf. Mamsdf,cy,not hope
UgwiAGX5fxnvUaE-eIl4AaABAg,"Modi like Netanyahu has dissolved absolute hatred for Muslims in his people so when they kill them,their sense of RIGHT and WRONG is abolished.",0,2025-07-25T07:33:31Z,"Modi like Netanyahu has dissolved absolute hatred for Muslims in his people so when they kill them,their sense of RIGHT and WRONG is abolished.",en,not hope
Ugy9m4POKiavu3D8AoZ4AaABAg,Donal Trump a friend of India 😂😂😂,0,2025-07-18T10:20:08Z,Donal Trump a friend of India 😂😂😂,en,not hope
Ugx7GXxUNQDr6sZ5het4AaABAg,JAMIA MILLIA ISLAMIA NEW DELHI INDIA UNDERWATCH OF MADAM MELONIA TRUMP ENTIRELY DIFFERENT TYPES AND SAMEER ANAND URF SETU BHAIYA TAUJI KE BETE AAP ISS JANE KE TAYARI KARIYE APKO PMNARENDRAMODIJI KI GUIDANCE MEIN AKELE DARK ROOM MEIN BETHKR OUTER SPACE KI SHAITANI ROOHANI EVILS SPIRAL SE BAAT KRNI HAI❤,0,2025-07-17T05:38:03Z,JAMIA MILLIA ISLAMIA NEW DELHI INDIA UNDERWATCH OF MADAM MELONIA TRUMP ENTIRELY DIFFERENT TYPES AND SAMEER ANAND URF SETU BHAIYA TAUJI KE BETE AAP ISS JANE KE TAYARI KARIYE APKO PMNARENDRAMODIJI KI GUIDANCE MEIN AKELE DARK ROOM MEIN BETHKR OUTER SPACE KI SHAITANI ROOHANI EVILS SPIRAL SE BAAT KRNI HAI❤,en,not hope
Ugwh4PbBH-MyjD6ztW94AaABAg,"JYOTIRADITYA SINDHIYA AGRICULTURE MINISTER INDIA HUSBAND OF NIHARIKA SAXENA URF SETU BHAIYA TAUJI KE BETE KI BAHANA AAP KING HAMESHA SE THE SIR AAPKO ISS SE KYA CHAHIYE THA APNE KUCH NHI CHORA , MUJHPE EXTREME RADIATION AB PHIRSE START KRVADIYE , HAR HARKAT SHAITANI KHURAFAT PR PURE GLOBE 🌎 KI NAZAR HAI AP SABKI❤",0,2025-07-17T05:34:42Z,"JYOTIRADITYA SINDHIYA AGRICULTURE MINISTER INDIA HUSBAND OF NIHARIKA SAXENA URF SETU BHAIYA TAUJI KE BETE KI BAHANA AAP KING HAMESHA SE THE SIR AAPKO ISS SE KYA CHAHIYE THA APNE KUCH NHI CHORA , MUJHPE EXTREME RADIATION AB PHIRSE START KRVADIYE , HAR HARKAT SHAITANI KHURAFAT PR PURE GLOBE 🌎 KI NAZAR HAI AP SABKI❤",en,not hope
Ugw_3M94MzlK1vgycx54AaABAg,MERA BHAI SUNY SAKSHI SAXENA KA HAI VO GHAR VO GHAR AP CHOR DIJIYEGA APKI BADI MEHRBANI HOGI,0,2025-07-17T05:31:12Z,MERA BHAI SUNY SAKSHI SAXENA KA HAI VO GHAR VO GHAR AP CHOR DIJIYEGA APKI BADI MEHRBANI HOGI,de,not hope
UgyG3TTBifMFnb8ot_t4AaABAg,SIR APKO RAMPUR KA MAKA NO 323 RAFAT SCHOOL JWALA NAGAR RAMPUR UTTAR PRADESH INDIA CHAHIYE THA VISHWAS NHI HOTA SAB KUCH APKA HITO THA SIR,0,2025-07-17T05:30:13Z,SIR APKO RAMPUR KA MAKA NO 323 RAFAT SCHOOL JWALA NAGAR RAMPUR UTTAR PRADESH INDIA CHAHIYE THA VISHWAS NHI HOTA SAB KUCH APKA HITO THA SIR,en,not hope
Ugyx56I75HO2UZ9vzCV4AaABAg,ParamAadarniy Dr. Mahesh Sharma Mantriji ki jaiho,1,2025-07-15T08:09:54Z,ParamAadarniy Dr. Mahesh Sharma Mantriji ki jaiho,id,hope
UgzIJDEFvXBSdR5AWvd4AaABAg,Maananiy Modiji jindabad,1,2025-07-15T08:09:23Z,Maananiy Modiji jindabad,sw,hope
UgwFTcCR3mWSTrKH5ZN4AaABAg,Hindustaan jindabad,3,2025-07-15T08:08:45Z,Hindustaan jindabad,et,hope
Ugxc9zdW1-LlN-FkUBt4AaABAg,Jaiho Tirangay ki,1,2025-07-15T08:08:20Z,Jaiho Tirangay ki,tl,hope
UgxCdmkUSO0akFP0BPd4AaABAg,Bjp jindabad,1,2025-07-15T08:07:59Z,Bjp jindabad,sw,hope
UgzmzZHhlkgWcUT1TFN4AaABAg,ParamAadarniy Dr. Mahesh Sharma Mantriji jindabad,1,2025-07-15T08:07:43Z,ParamAadarniy Dr. Mahesh Sharma Mantriji jindabad,so,hope
UgwXR0OmAc1b5Fi4zT94AaABAg,Maananiy Modiji jindabad,1,2025-07-15T08:06:54Z,Maananiy Modiji jindabad,sw,hope
Ugz_cDp2HvW3Me0z4ZF4AaABAg,vote ki power ...wah..mere loin...,0,2025-07-10T16:00:59Z,vote ki power ...wah..mere loin...,af,not hope
UgyyRijhLqvbmnWpDR14AaABAg,"When the Indian lion roars, the world listens",1,2025-07-04T11:44:29Z,"When the Indian lion roars, the world listens",en,hope
Ugzsumy1kh8OYTvOZeB4AaABAg,నరేంద్ర మోడీ పరిపాలన శ్రీరాముని పాలన లాంటిది🎉 నరేంద్ర మోడీకి శ్రీరామరక్ష🎉 జైశ్రీరామ్,0,2025-06-28T10:18:59Z,నరేంద్ర మోడీ పరిపాలన శ్రీరాముని పాలన లాంటిది🎉 నరేంద్ర మోడీకి శ్రీరామరక్ష🎉 జైశ్రీరామ్,te,hope
UgwyS_DlrUvRgUJM-Ex4AaABAg,Modi Wave to talk to you so,1,2025-06-28T08:12:20Z,Modi Wave to talk to you so,cs,not hope
Ugy4-Bxg4sDX0lc6upV4AaABAg,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,0,2025-06-15T16:01:09Z,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,hr,hope
UgzDulYtJZ_w-ZU5O4R4AaABAg,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ malik aapko koti koti naman malik me sakaraatmak hai aap par Devin univars per pura vishvas hai koi sevarth nahi hai malik aapko bahut bahut badhai shubhkamnaye malik aapko jo bhi acha lagta hai me tyar hai anushasan ke liye aur aapke sath hai malik aapko bahut bahut badhai shubhkamnaye jai hind radhe radhe jai shree krishna jai shree shyam jai shree ram ram ram ram ram ram ram ram ram,0,2025-06-13T16:13:27Z,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ malik aapko koti koti naman malik me sakaraatmak hai aap par Devin univars per pura vishvas hai koi sevarth nahi hai malik aapko bahut bahut badhai shubhkamnaye malik aapko jo bhi acha lagta hai me tyar hai anushasan ke liye aur aapke sath hai malik aapko bahut bahut badhai shubhkamnaye jai hind radhe radhe jai shree krishna jai shree shyam jai shree ram ram ram ram ram ram ram ram ram,id,hope
Ugx_LRhyLq6lwMhTYvh4AaABAg,"THERE IS NO RELIGEON CALLED 👉HINDU👈

BRAMHINISM IS 👉OF THE BRAMHINS👈 👉BY THE BRAMHINS👈 AND 👉FOR THE BRAMHINS👈

GODS CAN BE ANY AND MANY BUT POOJARI OUGHT TO BE

👉ONLY BRAMHINS👈",0,2025-06-12T17:54:29Z,THERE IS NO RELIGEON CALLED 👉HINDU👈 BRAMHINISM IS 👉OF THE BRAMHINS👈 👉BY THE BRAMHINS👈 AND 👉FOR THE BRAMHINS👈 GODS CAN BE ANY AND MANY BUT POOJARI OUGHT TO BE 👉ONLY BRAMHINS👈,en,not hope
Ugy38A8VJPVoI7GBk354AaABAg,"*Kalpana se bhi badi saza milegi*

Masur Ajgar ki family uda di 🔥",1,2025-06-11T22:25:47Z,*Kalpana se bhi badi saza milegi* Masur Ajgar ki family uda di 🔥,id,not hope
UgyyzIU_tk97blpCdYF4AaABAg,Har har Modi Ghar ghar Yogi ji,0,2025-06-09T17:12:35Z,Har har Modi Ghar ghar Yogi ji,cy,hope
Ugx8IqpFp8MaMYXWrsB4AaABAg,Good morning sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,0,2025-06-09T00:21:37Z,Good morning sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,hr,hope
Ugw11nQRrnADF8QB7bh4AaABAg,Stupid modi,0,2025-06-06T18:03:15Z,Stupid modi,hr,not hope
Ugz7ddw7m1I6axsU8LV4AaABAg,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,0,2025-06-05T17:11:02Z,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,hr,hope
UgxSL2MvqVOhGv8HYNl4AaABAg,Good morning sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,0,2025-06-04T23:48:03Z,Good morning sir PM modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,hr,hope
UgyTSBzPQLYQZL9d2614AaABAg,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ malik aapko koti koti naman sir please aapko bahut bahut badhai shubhkamnaye jai hind sir me sakaraatmak hai aap par Devin univars per pura vishvas hai malik aapko jo bhi acha lagta hai me tyar hai anushasan ke liye aur aapke sath hai sir me aapke sath hai malik aapko bahut bahut badhai shubhkamnaye jai hind sir please mujhe koi galti ho mujhe maaf kar Dena malik me viksit india ke kalpna karta hu aur aapke sath hai malik aapko bahut bahut badhai shubhkamnaye jai hind radhe radhe jai shree krishna jai shree shyam jai shree ram ram ram ram ram ram ram ram ram,0,2025-06-04T16:10:56Z,Good night sir PM modi ji ❤❤❤❤❤❤❤❤❤ malik aapko koti koti naman sir please aapko bahut bahut badhai shubhkamnaye jai hind sir me sakaraatmak hai aap par Devin univars per pura vishvas hai malik aapko jo bhi acha lagta hai me tyar hai anushasan ke liye aur aapke sath hai sir me aapke sath hai malik aapko bahut bahut badhai shubhkamnaye jai hind sir please mujhe koi galti ho mujhe maaf kar Dena malik me viksit india ke kalpna karta hu aur aapke sath hai malik aapko bahut bahut badhai shubhkamnaye jai hind radhe radhe jai shree krishna jai shree shyam jai shree ram ram ram ram ram ram ram ram ram,id,hope
UgxsyCTwp5LvjO3qXod4AaABAg,1 woh pm the jo 26/11 ke baad rote the. 1 humare mahan modi ji he jo dushman ka sina uske ghar me ghus ke cheer dete he.Jai jawan jai kisan jai modi,3,2025-05-31T14:49:35Z,1 woh pm the jo 26/11 ke baad rote the. 1 humare mahan modi ji he jo dushman ka sina uske ghar me ghus ke cheer dete he.Jai jawan jai kisan jai modi,id,hope
Ugxd36EksWUCRO5BbWB4AaABAg,"War against worldwide terrorism Sir.
Cooperation of the Nations of the world.
Cooperation of UN member states.
Possible zero terrorism on the Earth sir.",0,2025-05-31T09:08:14Z,War against worldwide terrorism Sir. Cooperation of the Nations of the world. Cooperation of UN member states. Possible zero terrorism on the Earth sir.,en,hope
Ugy3G3v9Xluhj-dLJi54AaABAg,🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🌺🌺🌼🌺🌺🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 Bharatvarsh ki Jay,1,2025-05-29T18:22:29Z,🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🌺🌺🌼🌺🌺🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 Bharatvarsh ki Jay,id,hope
UgwF9QpgDFLEn9LlOX94AaABAg,Goomutar pinywalaaa,0,2025-05-29T15:05:00Z,Goomutar pinywalaaa,so,not hope
UgxMtcJ7JCAQzzeS3MN4AaABAg,Modi ji modil bad karvao,0,2025-05-28T13:52:40Z,Modi ji modil bad karvao,hr,not hope
Ugxk3FBSN6j884EIbPh4AaABAg,🧠🗣️💥👩‍👩‍👦👈🏼👀🤦🏿🤳🏿🤷🏼🧎🏿👩‍👩‍👧‍👦👨‍👩‍👦👩‍👩‍👧👩‍👩‍👧👨‍👩‍👧‍👧👨‍👩‍👦‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍❤️‍💋‍👨🤷🏻,0,2025-05-27T23:29:24Z,🧠🗣️💥👩‍👩‍👦👈🏼👀🤦🏿🤳🏿🤷🏼🧎🏿👩‍👩‍👧‍👦👨‍👩‍👦👩‍👩‍👧👩‍👩‍👧👨‍👩‍👧‍👧👨‍👩‍👦‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍❤️‍💋‍👨🤷🏻,unknown,not hope
UgycbilZ_7HntPwrxWl4AaABAg,😮😢🎉😂❤❤❤❤❤❤❤,0,2025-05-26T13:27:22Z,😮😢🎉😂❤❤❤❤❤❤❤,unknown,not hope
UgwxmgMTYiQcLjEgQ2l4AaABAg,P.M.Modi ji zindabad ❤️ 🙏,0,2025-05-26T00:33:39Z,P.M.Modi ji zindabad ❤️ 🙏,sw,hope
UgzYT1_2rxOnYDeHISt4AaABAg,💁🤼🤼🤼🤼💁🤼🤼🤼🤼🤼💁💁🤼🙋🇮🇳🙋😵💔😵,0,2025-05-25T21:50:56Z,💁🤼🤼🤼🤼💁🤼🤼🤼🤼🤼💁💁🤼🙋🇮🇳🙋😵💔😵,unknown,not hope
UgyAes9PO-ytOSzIknN4AaABAg,Hhhhhhh 😂😂😂😂😂,0,2025-05-25T19:44:55Z,Hhhhhhh 😂😂😂😂😂,vi,not hope
UgwtnOr7PhWnUsViXS94AaABAg,Sab se bara jhutha modi,0,2025-05-25T07:32:22Z,Sab se bara jhutha modi,so,not hope
Ugz34ky8UqBabLd5LiV4AaABAg,"Sir,
Godra sir almost 2000/- బుర్నిన్ and. cow more than human 😂

Why visa stoping?

Other రిలీజియన్స్ not involed in waqf బోర్డు.

సారీ sir..

గవర్నమెంట్ వెన్ will starting?",0,2025-05-21T03:40:45Z,"Sir, Godra sir almost [NUM] /- బుర్నిన్ and. cow more than human 😂 Why visa stoping? Other రిలీజియన్స్ not involed in waqf బోర్డు. సారీ sir.. గవర్నమెంట్ వెన్ will starting?",en,hope
UgwhmzV_yKb6Fn6wxz54AaABAg,Modi ji we love you❤ you are our father 🎉 I WISH U GOOD HEALTH N IMMENSE STRENGTH 🎉❤,0,2025-05-20T21:55:57Z,Modi ji we love you❤ you are our father 🎉 I WISH U GOOD HEALTH N IMMENSE STRENGTH 🎉❤,en,not hope
Ugz29mDWJ4KNREFpZjF4AaABAg,Tum resignation de do.,0,2025-05-20T13:27:45Z,Tum resignation de do.,pt,not hope
UgxbLC2B-clYIlEOCfp4AaABAg,Mnafee❤,0,2025-05-19T21:59:37Z,Mnafee❤,cy,not hope
UgywiGpAk7Htyg6ZV9F4AaABAg,PakArmy zindabad ❤ Pakistan zindabad ❤,0,2025-05-19T11:47:03Z,PakArmy zindabad ❤ Pakistan zindabad ❤,tr,hope
UgwC7VZCjGOyX8oangJ4AaABAg,Bhagirath jhooth bole modi kutta 0:44,0,2025-05-19T11:46:09Z,Bhagirath jhooth bole modi kutta 0:44,en,not hope
UgwoW37fmwsGUfZH7qV4AaABAg,english isliye bolla taki pak samaj nah paaya aur jab tak samjega tab tak taata byebye good bye gaya,0,2025-05-18T13:03:13Z,english isliye bolla taki pak samaj nah paaya aur jab tak samjega tab tak taata byebye good bye gaya,tl,not hope
Ugwv3JRLC4y3EepLTjN4AaABAg,❤❤❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍,0,2025-05-17T18:25:51Z,❤❤❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍,unknown,not hope
UgwqRI-PGX1m5NW_CS94AaABAg,Good,0,2025-05-17T18:25:34Z,Good,so,not hope
Ugx-Yb_k-k1YuN5Jped4AaABAg,"Modiji
You need to regulate bollywood 

And hindi shows especially hindi serials

They depict hindu families as evil and cruel
Tilak wearing peolle as evil or clowns 

This is subtle deviation to brainwash indians",0,2025-05-17T15:31:48Z,Modiji You need to regulate bollywood And hindi shows especially hindi serials They depict hindu families as evil and cruel Tilak wearing peolle as evil or clowns This is subtle deviation to brainwash indians,en,not hope
UgxEuf9ngMk5U9nind14AaABAg,He blamed Pakistan for This terrorist attack without any proof and evidence…. He shows thats he is against Muslims … AS a pakistan I highly condemn Pehalgam attack .. Allah un logo k ghar walo k saber dy jo pehalgam mai mary gay or Jo Pakistan mai India k terror missile sy mary gay,0,2025-05-17T08:51:59Z,He blamed Pakistan for This terrorist attack without any proof and evidence…. He shows thats he is against Muslims … AS a pakistan I highly condemn Pehalgam attack .. Allah un logo k ghar walo k saber dy jo pehalgam mai mary gay or Jo Pakistan mai India k terror missile sy mary gay,en,not hope
UgyjGVg-_y0-0TEe_514AaABAg,Modiji❤❤❤,0,2025-05-17T05:24:52Z,Modiji❤❤❤,hr,hope
Ugz_Gtz8XPf4lvMFRWN4AaABAg,Buy a toung scraper bruh,0,2025-05-16T21:03:59Z,Buy a toung scraper bruh,en,not hope
Ugy-XPkEfJPQLL4bwP54AaABAg,Barking dogs never bite...Pakistan Zinda bad,0,2025-05-16T20:47:32Z,Barking dogs never bite...Pakistan Zinda bad,id,not hope
UgwHFFw5kD39vJTRKGd4AaABAg,प्रधानमंत्री जिंदाबाद प्रधानमंत्री नरेंद्र मोदी हिंदुस्तान जिंदाबाद,0,2025-05-16T16:48:36Z,प्रधानमंत्री जिंदाबाद प्रधानमंत्री नरेंद्र मोदी हिंदुस्तान जिंदाबाद,mr,hope
UgyO-a-OCeKg1QUFA214AaABAg,😅😅😮😮😢,0,2025-05-16T06:33:21Z,😅😅😮😮😢,unknown,not hope
Ugzb-mZq0Kzi6PnDltl4AaABAg,thanks pm modi ji,0,2025-05-15T10:06:53Z,thanks pm modi ji,hr,hope
Ugw_aX1M864YoM9m1ax4AaABAg,"One thing i will say.. All this money, hustling , entertainment, ipl, Bollywood, everything is zero without a strong defence system.. Indias safety is in danger.. better we realise that as soon as possible",0,2025-05-15T03:40:59Z,"One thing i will say.. All this money, hustling , entertainment, ipl, Bollywood, everything is zero without a strong defence system.. Indias safety is in danger.. better we realise that as soon as possible",en,hope
UgxfCkkwxpllMRBnSq94AaABAg,Man of words 🇮🇳🫡,0,2025-05-14T12:49:17Z,Man of words 🇮🇳🫡,en,hope
UgwFUemyLChPWdBzo5l4AaABAg,🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺,0,2025-05-13T17:21:11Z,🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺,unknown,not hope
UgwIivUXm9pnerUW6Cl4AaABAg,👑✝️👍⛪⚓🇲🇲🇲🇲🇲🇲🇲🇲🤝,0,2025-05-13T15:40:30Z,👑✝️👍⛪⚓🇲🇲🇲🇲🇲🇲🇲🇲🤝,unknown,not hope
UgwaPc_hpuPdvIMp_LF4AaABAg,👑🤝✝️👍⛪⚓🇲🇲🇲🇲🇲🇲🇲🇲🤝,0,2025-05-13T15:39:38Z,👑🤝✝️👍⛪⚓🇲🇲🇲🇲🇲🇲🇲🇲🤝,unknown,not hope
UgzuhzvOfC_jA9mTL0F4AaABAg,Looking back at this after Pakistan kicked his military's ass! 😂,0,2025-05-13T03:57:22Z,Looking back at this after Pakistan kicked his military's ass! 😂,en,not hope
UgzHCZuF36PEeV09CjN4AaABAg,Lanti joota besharm moodi,0,2025-05-12T23:25:12Z,Lanti joota besharm moodi,et,not hope
Ugzrwr6MaT0j3yL0OU94AaABAg,"Very nice speech,this is the real spirit of pm.",0,2025-05-12T16:29:30Z,"Very nice speech,this is the real spirit of pm.",en,hope
UgyKYMHia77Gt0H6Qe54AaABAg,ಜೈ ಹಿಂದ್. ಜೈ ಭಾರತ.,0,2025-05-12T15:59:12Z,ಜೈ ಹಿಂದ್. ಜೈ ಭಾರತ.,kn,hope
UgzVNb1rXuUWrcWHfV94AaABAg,🙏🙏🙏🙏🙏ಜೈ ಮೋದಿಜಿ.,0,2025-05-12T15:55:21Z,🙏🙏🙏🙏🙏ಜೈ ಮೋದಿಜಿ.,kn,hope
UgwRnNmS1fhc6YFsUpp4AaABAg,Kuta dor sa bonqata ha gudar 😅,0,2025-05-12T06:52:31Z,Kuta dor sa bonqata ha gudar 😅,so,not hope
UgxsGWMcuzKOid1wRgB4AaABAg,Jay hind,0,2025-05-12T06:03:53Z,Jay hind,so,hope
UgzAK8W6OQX1P3zGslF4AaABAg,"इंडिया

😊",0,2025-05-12T06:02:58Z,इंडिया 😊,hi,hope
UgzB8LrxQRUc1oVXZRd4AaABAg,Challl oi,0,2025-05-12T05:20:48Z,Challl oi,en,not hope
Ugx2c0jcAent8-0YrHV4AaABAg,Mat kar oi,0,2025-05-12T05:20:08Z,Mat kar oi,tl,not hope
UgwnnkaXveX-RYr6qRh4AaABAg,Juth,0,2025-05-12T05:19:54Z,Juth,en,not hope
UgxPg966HEq4WMzVVP94AaABAg,"It’s a disgrace they tried to bully Pakistan on false claims based on their imagination without any evidence. Modi can’t be forgiven, many innocent people died in both countries just because of him.",0,2025-05-11T20:09:43Z,"It’s a disgrace they tried to bully Pakistan on false claims based on their imagination without any evidence. Modi can’t be forgiven, many innocent people died in both countries just because of him.",en,not hope
UgxHPEhFdIt32ih5OLZ4AaABAg,"It’s a disgrace they tried to bully Pakistan on false claims based on their imagination without any evidence. Modi can’t be forgiven, many innocent people died in both countries just because of him.",0,2025-05-11T20:07:11Z,"It’s a disgrace they tried to bully Pakistan on false claims based on their imagination without any evidence. Modi can’t be forgiven, many innocent people died in both countries just because of him.",en,not hope
UgyBjIE6kC686K6CuhZ4AaABAg,He is the terrorist who did this for votes,1,2025-05-11T20:01:52Z,He is the terrorist who did this for votes,en,not hope
UgwM5m0FKpECDLtVkvl4AaABAg,Rafale😂,0,2025-05-11T20:01:15Z,Rafale😂,ro,not hope
UgxW3c4MYak0xIrl0Jh4AaABAg,😁😁😁😄😃,0,2025-05-11T18:46:32Z,😁😁😁😄😃,unknown,not hope
UgxUDVg0wX-Wuz1UrdF4AaABAg,Khoty phir band kyun ki Jang.,0,2025-05-11T18:32:53Z,Khoty phir band kyun ki Jang.,id,not hope
