text,label
நம்ம ஊரு பழமொழி கேனப்பயல் நாட்ல கிறுக்குப்பய நாட்டாமை சூப்பர் ல ஜீ உணர்ச்சிவயப்பட்ட நிலையில் இந்தியா சீனா என்று தவறாகHope_speech,1
இந்தியா தமிழீழத்தை அங்கிகரித்தால் இந்தியாமீது பக்தி வரும் அல்லது காங்கிரஸ் நேரு குடும்பத்தை அடியோடு அழிக்க வேண்டும்Hope_speech,1
6 8 pm bronotTamil,0
Youre a biggest losernotTamil,0
Sir trronet app vera erukaHope_speech,1
Spr Ithan sariyana valliHope_speech,1
MG squad from slHope_speech,1
Oppo f11pro review podunga broNon_hope_speech,1
Kedi ku avalo scene lam illa avanuku China eppo appu vaika pogudho Hope_speech,1
Enta shareit thavira vera app ethum ilaNon_hope_speech,1
All animals kudatha sapamm proHope_speech,1
Pubg ku badhil ah free fire try panlaamey broHope_speech,1
நோய் தான வந்திடுது நண்பரே கண்ணுக்கு தெரிந்தால் நம்ம பயலுக கொன்னே போட்ருவாங்கNon_hope_speech,1
music making j pannren yanakun panugaHope_speech,1
PUBG is korean rightNon_hope_speech,1
Pubg Chinese app illaNon_hope_speech,1
Broo videos la super brooSemaster news mattu sollunga brooosemaster iruka Illaiya broHope_speech,1
Hi bro helo appku alternative sollungaNon_hope_speech,1
Rx100 pathi pesuga bromgHope_speech,1
Sir 800 pm ku upload Pannu gaHope_speech,1
Opera mini use pannalamaNon_hope_speech,1
MG squadnotTamil,0
Hello everyone ellarum safe irungaHope_speech,1
Hi madan gowrinotTamil,0
dilli true I see get updates from madan Anna only keep going AnnanotTamil,0
Idhula dei pubg Chinese app nu yaru da sonna vennaNon_hope_speech,1
Thaaivaaa neenga sonnathu Tiktok we hats offfHope_speech,1
இதுக்கே ஆச்சரியபட்டா இன்னும் சீன புத்தாண்டு முடியவில்லை அதன் முடிவிற்கு பிறகு பார்க்கலாம் இந்த உலகம் இதிலிருந்து மீண்டெழுமா என்றுHope_speech,1
puriyada pudir of war at corana periodNon_hope_speech,1
6 pm bronotTamil,0
Neenga sonna game en mobile luku support aagala en mobile oppo a5 2020 brotherNon_hope_speech,1
600 illa bro 775Hope_speech,1
Kalisee va kutinu vandhu dragons vachi savadichulaNon_hope_speech,1
Title grammar mistakenotTamil,0
Nice Tik Tok madiri Jik jok create pannunga IG seekrammm Chinaaa tholae thanga mudiyalae epaaaaNon_hope_speech,1
தரமான கருத்து bronnஉளவு பார்க்கும் app மட்டும் நீக்க வேண்டும்nnஆரம் Media TamilNon_hope_speech,1
ிழ் விஞ்ஞானிகள் Bro என்னோட channeluku subscribe பண்ணுங்க please bro தமிழனுக்கு தமிழன் support பன்னாட எப்படி so pleasw subscribe panuinga broHope_speech,1
Puli varuthu kadhaiHope_speech,1
Anna Africa oda ancient language tamil nu sollurangaNon_hope_speech,1
Bro besty camera use pannalamaNon_hope_speech,1
eva yevanda komali palaiya news ah solitu erukkaHope_speech,1
Bro 8 o clock podungaHope_speech,1
Anna 8pm o 8Hope_speech,1
ஏன் தல இந்த ஜாக்மா மட்டும் கடைய திறந்து இருகான் எல்லாம் அரசியல்Non_hope_speech,1
Nalla velakaranai dhanthirudan sollierukangaloNon_hope_speech,1
China kaaran Maasa Maasam padam release panra maariNon_hope_speech,1
VN editing app semmaaaaHope_speech,1
S sisterHope_speech,1
Mg squadnotTamil,0
வணக்கம் நண்பர்களேnஉங்கள் ஆதரை தாருங்கள்Hope_speech,1
நண்பாநம் வீடியோகளை பாருங்கஉங்களுக்கு பிடிக்கும்பிடித்தால் ஆதரவு தாருங்கள் friends50 subs அடைய உதவுங்கள் mg squadHope_speech,1
Ipa varakum cm scanner tha use pannitu irunthannIni malnAdobe scanner use pannalam nu irukanHope_speech,1
Thalaiva epo neenga intha save journalism pathi pesuvingaHope_speech,1
Bro neegha sonna eantha app um en kitta iallaNon_hope_speech,1
Unmaiya research la panni muliyama da Varda unmaila indha virusku human to human transmission ilaya apadi andha newspaper la podaranga reporters nala conforma theriyuma bla bla blaHope_speech,1
உன்ன மாரி வேசி ஊடகம் இருந்தா எப்படி ஜெய்கமுடியும்Non_hope_speech,1
அற்பமான விஷயங்களுக்கு முக்கியத்துவம் கொடுக்கும் நம் மக்கள்Non_hope_speech,1
Bro mx share iruke broHope_speech,1
ஒன்று உண்மையை சொல்Hope_speech,1
Madan Gowri kingcopranotTamil,0
Annae Exam Update SollungaHope_speech,1
I am waitingHope_speech,1
nsuper bro iam support t shirt super bronHello app tiktok broHope_speech,1
Freedom 251 Non_hope_speech,1
eppadi ithu vanthaduHope_speech,1
Yedhavena sapdalamnu parakradhuNon_hope_speech,1
எதுக்கும் அச்ச கூடது இந்த உலகத்துல எவன் வந்து போர் வந்தாலும் அதை எதிர்க்க தயாராக உள்ளது என்று இந்தியன் செய் அல்லது செத்து மடி அப்படி உள்ள கொள்கை உள்ளம் களத்துல சந்திப்பம்Hope_speech,1
Madan oru Chinese Kai KuliNon_hope_speech,1
எனக்கு கிடைக்கவில்லை ப்ரோNon_hope_speech,1
Mg squad from Coimbatore bro Hope_speech,1
Bro obara mini appnotTamil,0
கனடாவிலும் இரண்டு பேருக்கு வந்து விட்டதுNon_hope_speech,1
இந்த 2020 முடிவதற்குள் எத்தனை நோய்கள் எத்தனை எதிரிகளை சந்திக்க வேண்டி இருக்கும் என தெரியவில்லைNon_hope_speech,1
Adangapaaaaentha cmdylaaaseiipoi vijay tv laa anchors aa joint pannuu anthamathri vtiya ethachum vella paruuNon_hope_speech,1
அதுலாம் சரிஎல்லை ல பெரிய அளவில் பிரச்சினை இருக்குஇந்திய இறையாண்மை பாதுகாக்க வேண்டும்nசீனா apps uninstalled பண்ணுனா ஒன்னும் ஆகாது னு எப்டி சொல்லலாம் Of course சீனா போன் நெறய use இருக்குகொஞ்ச கொஞ்சமா தான் மாற முடியும்Long term la கிழிக்கனும் னு சொல்றapps ல இருந்து ஆரமிக்குறோம்Non_hope_speech,1
Matram ondre marathathu Evalavu days ku America top ah erukum Epo ellanalum enaikavathu oru nal America down agumNon_hope_speech,1
Ithai than srilanka um pannum ungalukkuNon_hope_speech,1
இனிய பிறந்த நாள் வாழ்த்துக்கள்Hope_speech,1
Tik tok speechnotTamil,0
Rj adhu china app illa broNon_hope_speech,1
today Dhoni daysNon_hope_speech,1
Tik tok ஒளிஞ்சது ஒளிஞதாவே இருக்கட்டும் மது பழக்கத்துக்கு அடிமையானவர்க ளை விட tik tok கு அடிமையானவர்கள் தான் அதிகமாக உள்ளனர்Hope_speech,1
Bro Viva video alter native app Power direct app indian appHope_speech,1
Bro gandam naaNon_hope_speech,1
Anna jeyaraj and bennix avangala pathi marupadium oru video podungaNon_hope_speech,1
Yellarum kidney readya vecchikongaHope_speech,1
That is mgnotTamil,0
OvvonDai pppa ne vra level da sirippu thaangalANon_hope_speech,1
இந்தியாவை விட ராணுவத்தில் சீனா கூடுதல் பலம் பெற்றிருக்கிறது என்று தெரிகிறது ஆனாலும் போர் வந்தால் இந்தியா ராணுவத்திற்கு மோடிNon_hope_speech,1
இது உங்கள் சுதந்திரத்தை பறிக்க இது ஒரு வழி இந்த நேரத்தில் உங்களை என்ன வேண்டுமானலும் செய்யலாம் கொரானவதும் மயிராவதும்Non_hope_speech,1
Hi sabitha thugaliyaaHope_speech,1
Bro apk mod apps da install pannurathu safe paHope_speech,1
Bro B612 app use pannalama Andn snaptube app use pannala manAnd FacebookNon_hope_speech,1
இந்தியா சீனாவை வென்று நம் நாட்டின் பரப்பளவை அதிகரிக்க போகிரதுHope_speech,1
630 pm ok bro nermalnotTamil,0
1967 por patri sollavillaiNon_hope_speech,1
I cant uninstall pubgNon_hope_speech,1
நீங்க சொன்ன ஆப்லாம் நான் இதுவரை பயன்படுத்தியதே இல்லை வாழ்நாளில் 90 இந்திய பொருட்களை மட்டுமே பயன்படுத்துகிறேன்Non_hope_speech,1
Mudalla ithai pesaratha niruthittu GUJARAT BIG BUSINEES MAN CHINA VIL VAITIRUKKUM BUSINESS TIE UP CANCEL PANNARATHA PATRI PESUHope_speech,1
Vaayai moodi pesavum padam Mari dha pannanumNon_hope_speech,1
Mini Crafts aama akkaNon_hope_speech,1
Ennapa itha virus thola thanga mudiyalaNon_hope_speech,1
May be irukalemNon_hope_speech,1
China kaaran நம்ம்மை hack பன்னிருவன் டு நம்ம இத தடை செய்ய வேண்டாம் இந்த மாரி கொடிய சைத்தான் கள்கிட்ட இருந்து மக்கள காப்பாத்த ணும்னு தடை செய்யணும்Non_hope_speech,1
Anna pls do madurai home vlogHope_speech,1
Bro one plus 7 pro book panniyachu enna pannuven reply pannugaHope_speech,1
இதுக்கு வந்து நம்ம அரசாங்கம் ஒத்துவருமா ஜிNon_hope_speech,1
Na erukka broHope_speech,1
சீனாதான் வெல்வான் ஈழத்தமிழனை இந்தியா முதுகில் குத்தியநாடு இந்தியா அழிந்தால் மிக்கசந்தோசம்Non_hope_speech,1
Same concept ah again and again pesura mathiri irukuNon_hope_speech,1
உன் நாட்டுக்கு எமன் இந்தியன் தாண்டி மவனே டேய் இது1962இல்ல இது 2020 என் மக்கள் அனைவரும் கூடி வர கூடிய இந்தியா ஓடிருHope_speech,1
Neeanga eppa video pootalum naan paaka redy bro u r my inspiration person bro enaku theriyadha nerya vishyathaa unga video la paathu lern pandraaan puringkaa enaku useful ha iracku thank u browHope_speech,1
புலி பதுங்குவது பாய்வதற்கு தான்Hope_speech,1
Bro soon we will win entire worldNon_hope_speech,1
Alternative options Ella bro mobileku nChines mobile cheep and besta eruku nSamsung vangalamnu patha price athikama erukuHope_speech,1
AMA bro pannalamHope_speech,1
8 pm kulla video upload panunga annaHope_speech,1
Apdiye nengalum china mobile review panratha korachukonga broNon_hope_speech,1
பாம்புல வெசந்தா இருக்கும் விசமி இல்லை நன்பாHope_speech,1
Helo appku matru ena app iruku bro Whatsapp status ku use agura mariHope_speech,1
first viewnfirst viewNon_hope_speech,1
Apdina corona tholai mudinjuruma broHope_speech,1
Dai micromax ellathukkum ne dhan karanamaNon_hope_speech,1
Neenga konjam porumaya sollungha Bcz next next nu sollu pothu previous maranthuduthu So PlsHope_speech,1
நண்பா நம்ம வீடியோவும் பாருங்க கண்டிப்பா பிடிக்கும் பிடித்தால் support பண்ணுங்கHope_speech,1
இஸ்லாம் மார்க்கத்தில் உணவில் ஹலால் ஹராம் பற்றி குர்ஆனிலும் ஸுன்னாவிலும் கூறப்பட்டுள்ளதுNon_hope_speech,1
Dei chappa mooka tha onakku avlotha limit uhNon_hope_speech,1
Vaedikka parkka vendithanNon_hope_speech,1
அப்துல் கலாம் ஏவு கணை வச்சு எத்தனை பே ரை கொள்ள முடியும் பைசா பணம் டப்பு பொரு லாதாரம் வேணும் அது தான் அம்பானிட்டயும் அதாணிட்டயும் கஜானாவை காலி பண்ணி கொடுத்தா ச்சே என்ன தான் செய்ய முடியும் வாயால வடை மட்டும் சுட முடியும்Hope_speech,1
Zoom app GOOGLE MEET irrukku broHope_speech,1
Anna appo Apple mobileHope_speech,1
Brosiddha medicine pathi oru video podungaMGHope_speech,1
Bro negga pesama news channel aha mariruingaNon_hope_speech,1
Anna oru liku plsHope_speech,1
Haha f4 korean dramaHope_speech,1
Im using nothing in tatHope_speech,1
Parava illiya uncle nibba phn chip pathi lam pesuraru neengalam fb la poi nice boobs nu comment mattum than pannuveenga nu nenachenNon_hope_speech,1
KineMaster vida viva video periya app ahhNon_hope_speech,1
Mg squad chennainotTamil,0
Bro nega chain podu ga ull look rugedetHope_speech,1
Plz God save ChinanotTamil,0
Helo app alternative podunga broHope_speech,1
China kaare summave irukka maatranNon_hope_speech,1
Bro new medicine enamo kandu pudichi Irukanga nu sonaga Hyderabad la Atha pathi solunga broHope_speech,1
Oru 7 pm ku ok na video podalam bro ok ila na venaHope_speech,1
Vera level bro neegaHope_speech,1
Aiyoo bayama irukeNon_hope_speech,1
Bro ambani nenaicha jio phone update pannlama bro because avanga kitta neriya investment vanthu irruku bro sollunga broNon_hope_speech,1
Oru manusan uyira kuduthu video poduran neenga innum pubg vilayaadureengalaNon_hope_speech,1
Bro status எடுக்க சிறந்த app எதுNon_hope_speech,1
Tik tak matum uninstall remove panuna pothuNon_hope_speech,1
Bro one mistakenotTamil,0
Podi aatitu vandhutaNon_hope_speech,1
Appo infinix broNon_hope_speech,1
7 nukku mala pota correct ta irukkumHope_speech,1
China karan paakurathelam thimbanunga polaNon_hope_speech,1
Bro neega yapavena post pannuga nagapapom aana 8 clock bestHope_speech,1
Ithula irunthu yena theriyuthunaChina vanthu coronavukku medicine kandupuduchuyella country um alaya vidaporangaHope_speech,1
Chingaari work aaga maattudhu broNon_hope_speech,1
Bro yanakku SHAREit varuthuHope_speech,1
Ennuma china soldradha nambhitu erukinga Hope_speech,1
Vegetarian is safenotTamil,0
நாங்க இருக்கிறோம் வாய பொத்து டிக் டாக் இல்லாம நீ செத்துடுவியாNon_hope_speech,1
Bro SAE BAJA pathi oru video podunga broNon_hope_speech,1
Anna Samsung m31 full review panunga plsNon_hope_speech,1
Hi Bro notTamil,0
En mobile safeHope_speech,1
அதற்காக தான் தேவை இல்லாத உணவுகளை உண்ண கூடாது என்று கூறுவார்கள் இப்போ பார்த்தீர்களா என்ன நிகழ்ந்தது என்று நாடு விட்டு நாடு கண்டம் விட்டு கண்டம் குறி வச்சு தாக்குது Corona வைரஸ் so sadHope_speech,1
Naan la namba ooru shop la thaa vaangurannnNon_hope_speech,1
B WeideNon_hope_speech,1
sakthivel vanthutan kora solla na rendume channel paape unaku pidikalana paakatheHope_speech,1
Om Sai Ram nChannelHope_speech,1
Mg Marupadium first la iruntha namma valkai etha nokki poidu irukkunu therila yeHope_speech,1
ManobalaHope_speech,1
சைனிஸ் தயாரிப்பு இல்லாத போன் எதுவும் இல்லை அப்படி ரோசம் அதிகமாக இருந்தால் ஒவ்வொருத்தரும் ஃபோனை தூக்கி எறியுங்கள்எதுக்கு நமக்கு மானம் ரோசம்Non_hope_speech,1
Madan thambi 8 pmHope_speech,1
Appa nama develop agaramNon_hope_speech,1
கண்டிப்பாக இல்லாமல் இருக்க முடியும் அது கூடயேவா பிறந்தோம் அதுக்கு நிகராக நம்ம நாட்டில் உருவாக்கி பயன் படுத்தலாம்Hope_speech,1
மொதல்ல இந்தியால உள்ள கருப்பு பணத்த எல்லாம் எடுக்கணும்Hope_speech,1
1st view annaHope_speech,1
Thank you annaHope_speech,1
என்னதான சீன ஆப்பை டெலிட் செய்தாலும்Hope_speech,1
அது இலங்கையையும் பாதிக்கும்நம்மை மட்டும் அல்லHope_speech,1
Koncham slow aa solluka sathiyama vilankalaNon_hope_speech,1
MG Squad notTamil,0
Haha ha relax broNon_hope_speech,1
Love u MGHope_speech,1
Plz neengalum general news madhiri information kudukadhingaHope_speech,1
Jio jio JionotTamil,0
Fortnite game சைனிஸ் கம்பனி பட்டனர்சிப் இருக்குன்னு சொல்றாங்க உண்மையாண்னு சொல்லுங்கNon_hope_speech,1
Hii bro neenga gunda aagitingaHope_speech,1
Thala I like ur opinionHope_speech,1
மக்களே என் சேனலுக்கு ஆதரவு கொடுங்கள் என் வீடியோவையும் பாருங்க பிடித்திருந்தால் SUBSCRIBE செய்துகொள்ளுங்கள்Hope_speech,1
Pls talk abt jayashreeHope_speech,1
innaiku vdo varalanuone year old PABLO ESCOBAR video paaka vendiyatha pochudaily oru story ketu ketu palahi pochuNon_hope_speech,1
அப்டினா first tiktok uninstall pannanum avangaNon_hope_speech,1
Dai pannada oru visaytha enda oothe perusakuraNon_hope_speech,1
Pakistan be likenotTamil,0
America side tha poganumHope_speech,1
epudi namaku antha virus vanthiruchunu find panurathu annaHope_speech,1
You did a mistake in 9Non_hope_speech,1
Yeah bro air la corona spread aagudu bcz kerala la air vandhu tomba kammi so avanga kattu paduthirkalam but rlla wdathalayum air adhigam so vaaipu iruku adunaala tha namma tamilnadu la adhigama paravudu nu nenaikuran bcz past 3 or 4 weeks romba bayangarama cases poguduNon_hope_speech,1
Anna Pubg alternative game sonniga Name clear ah kekala name sollu annaNon_hope_speech,1
Free fire china illabroNon_hope_speech,1
8oclock video post pannunga nalla irukkumHope_speech,1
WhatsApp அந்த aap சொல்லவே இல்லNon_hope_speech,1
Bro pubg ku alternative app free fire irukku broHope_speech,1
Bro PUBG CHINESE APP illai la broNon_hope_speech,1
சைனா அமெரிக்கா பிஸ்னஸ் பார்க்கும் இந்தியா ரஷ்யா ஃப்ரீயா கொடுக்கும்Hope_speech,1
830 ku video post pannunga bronnPlease hit the like buttonHope_speech,1
Gema pathi vidoe poduga broNon_hope_speech,1
Pupg Ku alternative FREE FIREHope_speech,1
Bro video LA supr solla VA illaHope_speech,1
Hi madan gowri nOne information friendnஇந்த நேரத்திலா நாட்டுமக்கள் நோய்யால் அவதியான நிலையில்nஇந்தியா நாட்டுக்காகவும் தமிழ்நாட்டுக்காகவும் தலைநகர் சென்னைகாகவும் பல போராட்டங்களும் தியாகத்தையும் செய்து தலைநகரை மீட்டுதந்த தலைவர்nதமிழக தந்தை சிலம்புச்செல்வர்nடாக்டர் ஜயா மபொசி அவர்களை பற்றி வீடியோ பேசுங்கள் 26Non_hope_speech,1
Sub s pannungaHope_speech,1
இப்போ நீங்க பேசுறதே அமெரிக்கா youtube ல tan உலகத்துல அதிகமா யு tubeNon_hope_speech,1
vilthave vilthathu namma aalugathan lancham ulalnu kolla adikuranvo avanuga porkappal pirangi athu ithunu vangi kumikuragaNon_hope_speech,1
Nan epavum samsung tan paNon_hope_speech,1
உண்மை தான் போலnஇந்த வைரஸ் பற்றி பீதியை கிளப்பியதை தந்தி நியூஸ் ல பார்த்தவர்கள் யாருன்னா இருக்கீங்களா Non_hope_speech,1
1min 11k likes 346 comments MGHope_speech,1
Bro oru chinna request current updates ku naduvula oru break uh oru interesting video poduga pleaseNon_hope_speech,1
Happy birthday thalaiva thala DHONI wish you many more happy returns of the day sir nபிறந்த நாள் நல்வாழ்த்துக்கள் எல்லா நலமும் வளமும் பெற்று நீடூழி வாழ்கHope_speech,1
srilanka karan chinavin sNon_hope_speech,1
China vai Oru periya virus ithula g4 verayahNon_hope_speech,1
Summa comment pannan full stopHope_speech,1
next war start aga podhu nenakravangalam like panunga Non_hope_speech,1
Pro poor vanthaa eannavaagum atha pathi oru video poodunga pleaseNon_hope_speech,1
Bro share it ku bathila Share me use panlamaNon_hope_speech,1
India la eli vanthathala valibut china la sapdrathu thaan valikevalam kettavaingalaNon_hope_speech,1
Bro 6to7 pm videos upload panungaHope_speech,1
Tell about WAF Entrepreneurs broHope_speech,1
Nanba yennoda channel um pidicha aatharavu thaanga Non_hope_speech,1
மகா பிரபு நீங்க இங்கேயும் வந்துடிங்கலா Non_hope_speech,1
Good today no addNon_hope_speech,1
நன்பா வணக்கம் சைனா பிராண்ட் மொபைல் வேண்டாம்Non_hope_speech,1
Periya alpha beta squad ethu MG squad ahmaNon_hope_speech,1
daily oru vdo eppadi bro podringa naanga evalo dha yosichalum konjam idea kuda varla adutha vdo la eppdi daily oru concept pudikkaringannu sollunga broNon_hope_speech,1
Pubg mattum yaralum uninstall panna mudiyadhuNon_hope_speech,1
இந்த மாதிரி பிரச்சினை இல்ல நம்ம வாழனுமா sollu broNon_hope_speech,1
MG SQUAD NELLAINon_hope_speech,1
PUBG VS FREE FIREnotTamil,0
Perumbalum mobile battery ellam china made taanNon_hope_speech,1
apo bro free fire use pana kuda thaNon_hope_speech,1
Bro ennoda vivo v15 pro Mobile use pannuran ippom enna pannaNon_hope_speech,1
Google in India va thala va thala va thalaHope_speech,1
Ayya sqard spelling theriyuma ayyaHope_speech,1
Hike apps safe irukumaHope_speech,1
saathi saathi nu india people avangalukulayea sanda potutu irukura vara munnerathu broNon_hope_speech,1
இனி whatsappக்கு பதிலாக Telegram appயி Install செய்து கொள்ளுங்கள் ஏனென்றால் அடுத்து அமெரிக்காவிடம் எதாவது பிரச்சனை என்றால்Non_hope_speech,1
Bro Mi mobile full an full china mobile pa bro appom avan ga details full la yadu ka mattan ga laaaNon_hope_speech,1
En husband south Korea la irukangaHope_speech,1
B Weide nnotTamil,0
ஹலால் முறைப்படி சாப்பிட்டால் இப்படி பிரச்சனை இல்லை அவர்களுக்குNon_hope_speech,1
Milk kodikalam maNon_hope_speech,1
QA session podungha bro Sunday matumHope_speech,1
Tiktok vara kudhu idhanala niraiya problems creat agudhu Apdiye vandhalum yarum use pannadhinganTalent vachi famous aanavanga 10 dhan sexual act panni famous aanavanga dhan adhigamso plz avoid tiktokNon_hope_speech,1
Bro india Vs china missile and attack equipment pathi video podunghaHope_speech,1
Bro pala Mura solren slow va pesunga apdi enga avasarama poringa purira mathire nithanama pesunga broNon_hope_speech,1
Bro india aala mottham 130 codii peru 130 codii perum 130 codii perum india la aa manufacture panni india la a irrunthu india 80munnavanthurum micham 20 kolai kollai lamjam uuzhal la than poguthu itha correct panna india than NONon_hope_speech,1
Bro neega epaya vuthu vlog pannigana Indonesia la bali island ah pathi sollugaNon_hope_speech,1
Ungaluku appadinga ellam theriyuthuHope_speech,1
Boss free fire supera irukum adu singapore game supera irukumHope_speech,1
Anna hi mg videos kuHope_speech,1
Bro India la covid vaccine kandu puduchutan nu sonna athu unmaiyaHope_speech,1
Worth video bronMikka Nandrin Hope_speech,1
Therila bro neenga venuna china poi virus kitta kettu vanthu soldringalaNon_hope_speech,1
Madhan bro ambani odaa jio neraiya company investment pannurakga avaru eppa Periya millnor ayidar nu sollurikka ethanala investment pannu ra company enna labam varum share investment pathi Konjam theliva oru video pannuga rompa useful la irukum nu nenaikureyHope_speech,1
ஹிந்துஸ்தான் தனது ராணுவ பலங்களை ரகசியமாக வைத்திருக்க வாய்ப்பு எனவே இந்த ஆயுத பல ஒப்பீடு தவறுHope_speech,1
Niga itaila oru mistake panidingaHope_speech,1
chinese app delete pannavanga oru ooo podungaHope_speech,1
Bro apps ellam uninstall panidalam but phone ah Chinese make a IrukaNon_hope_speech,1
Mobile legends gamenotTamil,0
Whatsapp Ku nagaraja india app ethuNon_hope_speech,1
1min 342 viewsNon_hope_speech,1
என்னடா நிறைய ஜியோ செயலிய சொல்லுற ஜியோக்கும் மாற்று செயலி சொல்லுடாNon_hope_speech,1
Karan Nataraj pencilsHope_speech,1
Bro I use tik toknotTamil,0
Bro Chinese apps a Ella delete pannitu Indian app use Panna namma China litavathu beet pannalamaNon_hope_speech,1
Bro mobiles history video podungaNon_hope_speech,1
Marvel pathi podunga bro PLZZ ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZNon_hope_speech,1
Neenga sondha APP create pannaliya broNon_hope_speech,1
Intha ulagam yarukkum sontham kidayathuHope_speech,1
Bro uc turbonotTamil,0
Bro fortnite ha vida free fire nalla irrukumHope_speech,1
ஜியோ நினைத்தால் மட்டும் மாற்றம் உடனடியாக வரும்Non_hope_speech,1
MG squadnotTamil,0
Anna dubsmash tik tok alternativeNon_hope_speech,1
சமூக ஊடகங்களில் சீனாவைத் தாக்க தோழர்களே வாருங்கள்Hope_speech,1
Modi yai nanbittom Unga Samy Enga irunthuda vantheengaHope_speech,1
