text,label
he was doing just fine before the police officer kept his knee on his neck for 8 minutes and 46 secondsnon_hope_speech,1
bernie never lived in the hood id like to see him walk the streetsnon_hope_speech,1
black lives matter and not all livesnwhat hypocratsnon_hope_speech,1
the lesbian disagreeing with homosexuality tho poor thing is prolly insecure abt itnon_hope_speech,1
police are already killing peoplenon_hope_speech,1
no liberals think that lmaonon_hope_speech,1
grasielle alison ha another mom jokenon_hope_speech,1
can you guys stop harassing that girl for her haircut seriously she doesnt agree with homosexuality but she respects it the least you could do is respect her backnon_hope_speech,1
jazzfan1 when i read your comment it sounds kind of dumb and racist you act like only white people are slaying only black people dailynon_hope_speech,1
i beg they just put it straight back upnon_hope_speech,1
agreed it is straight up abuse in all three formatsnon_hope_speech,1
so did i shes clearly grooming herself and behaving in a more masculine manner lol when she said she didnt agree i was like you dontnon_hope_speech,1
rebekah well its a hompohobic comment therefore it sucksnon_hope_speech,1
chloe faye i mean they are there to hear his storynon_hope_speech,1
certainly herd mentalitynon_hope_speech,1
sasha dumse god accepts everyonehope_speech,1
i would have asked him if hes watched but im a cheerleadernon_hope_speech,1
i feel so base for that guy they treated him as if he wasnt a human just because of who he loved hope_speech,1
american lives matternon_hope_speech,1
staged set up for the coming race war still hilarious though non_hope_speech,1
the interviewer is hotnon_hope_speech,1
i am so glad that you made your toy i wouldnt have extended my love for science i feel like i dont fit in at school sometimeshope_speech,1
how can all lives matter if black lives arentnon_hope_speech,1
you are so right and white is a colornon_hope_speech,1
im so proud for herhope_speech,1
we are ready meanings black people are ready for anythingnon_hope_speech,1
what exactly do you wantnon_hope_speech,1
she saves lives with her musichope_speech,1
that would be uhhh pure mean yesnon_hope_speech,1
walker rly sorry for being so meannon_hope_speech,1
santiago cr but she can move her mouthnon_hope_speech,1
evil i dont think so what a crazy statement to say about hernon_hope_speech,1
all lives should matternbut black lives dont seem to matternthats why theres a black lives matter movement nunderstandingnon_hope_speech,1
because thats therapy u must know the truth u hadnon_hope_speech,1
a a house nnon_hope_speech,1
im glad madonna knows there is a market for originality brilliance beyond american borders globally they consider her a legend who once again shakes it up and reinvents herself beautiful girlnon_hope_speech,1
these kids are amazingnon_hope_speech,1
i couldnt tell if it was a boy or girlnon_hope_speech,1
all humans matter whats with labeling color dogs matter cats matter bees matter trees matter americans matterhope_speech,1
clearly you have no idea who is on the side of status quonon_hope_speech,1
the return of the zulusnon_hope_speech,1
now lets mention the black names that fell victims in the hands of protesters the black owners protecting their businesses whos gonna protest for them blm only care when a white cop is involved but turn the blind eye when they are the ones responsible factsnon_hope_speech,1
yes all lives matter its simple to understand its not only that if the political parties have a common interest in their own countrynon_hope_speech,1
human shut eupnon_hope_speech,1
bts kim namjoon china is trying to pass a national anthem bill which criminalises people who makes fun of it it also mandates that the chinese anthem is taught in school this stifles their freedomsnon_hope_speech,1
talk about white privillege while black people get love from everybody while white people get booednon_hope_speech,1
i dont even get why whites even support blm they aint even blacknon_hope_speech,1
the things that she has done are magnificentshe has personally flewn to mexico to buy her friend some medicine for aidsthis is not your everyday type of womanshes so intelligent tooi dont think shes appreciated enoughhope_speech,1
that one little girl is wokenon_hope_speech,1
the majority of racists in this country are black empower by racial left democratsnon_hope_speech,1
fblm tag the bathroom walls around the worldnon_hope_speech,1
only one race the human racehope_speech,1
there is no such thing as godnon_hope_speech,1
but many news media outlets would paint you as the villainnon_hope_speech,1
i dont see what the big fuss is just add the modifier also to your slogan black lives also matter if thats not your intentnon_hope_speech,1
couldve got some good scrap metal money out of thatnon_hope_speech,1
all lives matter and to say they dont is real racismnon_hope_speech,1
exactly theyre not fighting for equalitynon_hope_speech,1
juan williams should be ejected into spacenon_hope_speech,1
when i read peaceful i spat my coffee out lolnon_hope_speech,1
sheriff david clarke is the embodiment of what i consider to be a true man he has my respectnon_hope_speech,1
thats wat they wantnon_hope_speech,1
david clark is the absolute worst thank you for leaving milwaukeenon_hope_speech,1
three against one ya thats fair and balancedlol hannity i cant take seriously his show is better than snl its a clown shownon_hope_speech,1
if they had blacks who can speak chinesenon_hope_speech,1
all lives matter period nuff said peacenon_hope_speech,1
srbin why dont you stick to european afairs and dont worry about what i like and dislike last time i checked in was caucasians from europe that brought many people from africa we did not ask to come here why dont you go to mexiconon_hope_speech,1
ugh god how i hate that one girl cause of everything she said i dont agree with homosexuality whats going on with her mindnon_hope_speech,1
right shes trying to hide itnon_hope_speech,1
my mom teaches high school physicshope_speech,1
himmelright but madonna wants to be young she reminds me of meryl streep in the movie death becomes hernon_hope_speech,1
the bible doesnt condemn all judging john 7non_hope_speech,1
people need to blame themselves for their own selfish bad behaviourhope_speech,1
this comment should have more likesnon_hope_speech,1
but trump has helped black people so muchnon_hope_speech,1
only juan doesnt make sense here the reason is that he and most leftists are ideologically possessed it doesnt matter how illogical or awkward their position might benon_hope_speech,1
no he cantnon_hope_speech,1
threatend by who exactlythe black community suffers from mostly black on black crimes yet theres no riots about thatnon_hope_speech,1
a woman who dresses with man clothes and dont agree with homosexuality ok thats coherent lolnon_hope_speech,1
davisnmy book i have several what do you meannon_hope_speech,1
eris bell being tall wasnt a choicenon_hope_speech,1
bernie fan here god im so disappointed in his response i swear i fuck in hate the black lives matter movementnon_hope_speech,1
why does she sound so tired and frail and weak nowwadays i know shes older and is likely tired with raising all those kidsnon_hope_speech,1
sheeple yes you arenon_hope_speech,1
perhaps the star of david or merkabahnon_hope_speech,1
he s just a hero that s inspirationalnon_hope_speech,1
the person in the burgundy doesnt agree with homosexuality but looks the gayest lmao not to be rudenon_hope_speech,1
any group that reinforces who you must be who one is deserves such devotion madonna is really a wonderful woman to some peoplehope_speech,1
hes the mannon_hope_speech,1
shameful behaviour the police should have actedoh waitnon_hope_speech,1
sheriff and larry black on the outside white on the inside sheriff and larry bending over for trump non_hope_speech,1
i can see the reasoning for why it might be inconsiderate to say all lives matter with whats happened and everything surrounding thatnon_hope_speech,1
u guys are yelling that annie is probably a lesbiannnnnnnnni swear for a sec it thought she was a boynon_hope_speech,1
mess well always save the daynon_hope_speech,1
this made me cry so many things in contemporary christian culture are such a horrid distortion of what christianity is meant to be what that boy said about choosing to love thats what christianity is abouthope_speech,1
its gone full circle like an ouroboros for these sjwsnon_hope_speech,1
that sheriff for president non_hope_speech,1
i just wasted 7 min watching people discuss which lives matter and how to say it its just a distraction from the reality that anti black racism is not common place in america why should i take anyone who cant see past that seriouslynon_hope_speech,1
hell yes whoop whoopnon_hope_speech,1
should have broken and destroyed the statue before throwing it down the rivernon_hope_speech,1
so pulling a statue out is going to rewrite the past is it mindless fools it would be different if there still was slavery in bristol but the present has moved on from the past and these moronic individuals need to alsonon_hope_speech,1
democrats horring for votes that is the truth right in your facenon_hope_speech,1
i have never understood homophobes like its just hatred not justified by an old book that you worship and interpret literally its grossnon_hope_speech,1
capitalism is the idea of creating a product that solves a problem you cannot solve that problem if you do not create a decipherable marketable label for the consumer who has that problem it totally sees colour and racenon_hope_speech,1
have you ever met anyone who was lgbtnmenon_hope_speech,1
do black lives in the womb matternon_hope_speech,1
this simple three man panel could get together with donald trump and completely solve this ageold problem at hand they all have experiencesnon_hope_speech,1
nothing else mattersmetallicanon_hope_speech,1
senator sanders is for socialism lets suspend his us citizenshipnon_hope_speech,1
taking a knee is pretty appropriate coming from democrats and sjwsnpandering and placating without questioning the motives and agenda from blm is dangerousnthere is nothing more dangerous than sincere ignorance and conscientious stupidityn martin luther king jrnon_hope_speech,1
jason so who do you think the democrats arenon_hope_speech,1
c when women were fighting for their rights there were men screamingnon_hope_speech,1
its like martin luther king junior fight for his poeple and even he died becuse they didint want himand knowthis world is changingand we pray for all poeple and black poeple and white poeple to be more nicernon_hope_speech,1
i am so glad that clark is no longer in power of anythingnon_hope_speech,1
all lives do matter and we can do a much better job of displaying this and encouraging one another to know our worth nlet us continue to fight to end human trafficking and support every survivor nto support my fundraising efforts with the araminta race against trafficknon_hope_speech,1
because they recieve trauma that leads to mental illness and has a high suicide ratenon_hope_speech,1
did mahomet own slaves if so the reading of koran should be forbiddennwhat about krishna and rama they were rulers when slavery was rampantnon_hope_speech,1
i hope satan comes to earth to kill everyonenon_hope_speech,1
so all lives dont matter just black lives yea that makes a lot of sensenon_hope_speech,1
they want to make africa out of americanon_hope_speech,1
bbc censored if you support blm youre just supporting democracies all lives matternon_hope_speech,1
say cheese do not make hasty conclusions you do not know me well in order to make such statements they protect their rights hownon_hope_speech,1
you are still young maybe you can tryhope_speech,1
your local hufflepuff imagine thinking someones sexual orientation based on what they wearnon_hope_speech,1
max obrian i cant seem to find where anyone asked for your opinionnon_hope_speech,1
they stood by and watched and their mayor is pleased with themnon_hope_speech,1
awesome not only that youve created engineeredhope_speech,1
ive never heard a more perfect answer to the question than that sheriffs well said sir and thank you for your servicenon_hope_speech,1
people are gettin mad because a statue of a slave trader was taken down non_hope_speech,1
kay b thatvright white lives matter cops matternon_hope_speech,1
thank you someone had to say itnon_hope_speech,1
paul i dont think you actually read my statement i didnt say you should now change the slogan from blm to alm its mildly annoying to say the leastnon_hope_speech,1
i never understood racism i grew up thinking whats the problem with with different colored humans theyre literally the same but different colorsnto this day i still dont know why people think 1 race of humans is better than another race when theyre exactly specieshope_speech,1
white lives dont matter than black lives dont matter either understand you either are racist or youre not own itnon_hope_speech,1
the bible is a book written by mennon_hope_speech,1
we all bleed the samehope_speech,1
she is wearing the monogram of catherine the great e with ii through it with a crown abovenon_hope_speech,1
im gonna tell you this most arenon_hope_speech,1
bruh these lgbt people gotta chill with this little girlnon_hope_speech,1
injustice anywhere is a threat to justice everywherenblm when people mention chineese slavesnnon_hope_speech,1
that would be just pure mean aw love this kiddo she made my day 3non_hope_speech,1
david clarke needs to get into politics this is turning into the brexit debate if you disagree with me you do not understand sophisticated politicsnon_hope_speech,1
his barber is tay keithnon_hope_speech,1
fauna leftists have already removed history teaching from schools and replaced it with their agendadriven pathology im a 10th grader who sees it first handnon_hope_speech,1
do you know how many times in history these descriptions have happened do you think this is worse than the holocaust the bible gives guidance that we wont know the day and hour but the end will come like a thief in the night dont quote scripture to predict when you think the world will end just ask hal lindsey people have been predicting the end with scripture for the last 2000 yearsnon_hope_speech,1
skinny dicc booing at all lives matter and white lives matter but saying yall want equality doesnt make sensenon_hope_speech,1
i dont agree with homesexualalitynon_hope_speech,1
arreola exactlynon_hope_speech,1
does she need to repeat it what didnt you understandnon_hope_speech,1
kg2018 dave chappell story of famenon_hope_speech,1
good luck inshallah itll be a very rewarding journeynon_hope_speech,1
i agree that there are some bad cops yes ill admit it but most are good i agree george shouldnt have been killed but it seems the cop just over estimated his strengthhope_speech,1
her physical exterior appears that way to my judgement i know that alone is not sufficientnon_hope_speech,1
why are these people even herenon_hope_speech,1
thanks debbie for being an inspirationnon_hope_speech,1
so censored so if you even hint of ppl from the middle east that owns this channel u get censorednon_hope_speech,1
how bout we stop saying black lives matter or all lives matter lets just all agree lives matter idc if you a frog a human a purple dude in banana costumenon_hope_speech,1
slima did ya know these involuntary slavesnon_hope_speech,1
what do the amarican people mis in their heads that when an important problem like black lives matter is spoken about they change it into all lives matter and than they do not realise how big of an insult that is for the black people and their problems of the last 300 years for the next 300 years it are the black people who have the saying in the world thats just fair and i am a white malenon_hope_speech,1
love the police man too good too honestnon_hope_speech,1
are you black no do you know how we feel no get a grip brainless ashlynon_hope_speech,1
some one me tonon_hope_speech,1
blm we never said only blm yall twisted afnon_hope_speech,1
it is a choice just admit it i hope youve realized how dumb what you just said really isnon_hope_speech,1
she is forever doing what keeps her in the public eyenon_hope_speech,1
matthew jesus is real i know him he brought me back from deafnon_hope_speech,1
how are you nownon_hope_speech,1
owen eiffel did you watch the videonon_hope_speech,1
david mcdonial thats a shame they way you react tells me other wise but ur not the only person in the world who lies to themselfs its common i forgive younon_hope_speech,1
9 nespecially when they are actually doing those thingsnon_hope_speech,1
the sheriff spoke the truthnon_hope_speech,1
a kid in the closet playing hide n go seek and then is coming out of it how the world should benon_hope_speech,1
we never said all lives didnt matter we are saying all lives matter but ours the country was founded on pure racism and power so whatwe should turn the other check and dont come with that what about black on black crime bs because i have never taken the live of a black man or any man for that matter most whites live their life in a bubble completely numb to wants going outside of your own white skinnon_hope_speech,1
walker what did jesus say about homosexualitynon_hope_speech,1
oh just shut up all lives will matter when black lives will matternon_hope_speech,1
white people arent dying bc of police brutality and racial profilingnon_hope_speech,1
tvblogspot that is their secret i can neither confirm or deny but what i can say is with eternallong life comes many a heart break sufferingnnproofnon_hope_speech,1
im crossing my fingers that they all wake up tomorrow with a bit of a coughnon_hope_speech,1
saying black lives matter is a racistnon_hope_speech,1
i spent half the video trying to figure out how this man was a conversion therapist in any way and then i read the title againnon_hope_speech,1
you have encouraged me thank you for sharinghope_speech,1
busterud as long as this nation remains godlessnon_hope_speech,1
actually i think heshe meant or vs arenon_hope_speech,1
my gaydar went off as soon as she came on screennon_hope_speech,1
thats my word rabble rousernon_hope_speech,1
i wish that all of them know that there name is said every single day nnnon_hope_speech,1
agree what people feel you need husband and wife in love to raise a child or childrennon_hope_speech,1
many are agrresivenon_hope_speech,1
that would be just pure meannon_hope_speech,1
because it washing a good thingnon_hope_speech,1
and now you have aidsnon_hope_speech,1
taylor when did i ever reply to someone not doing thatnon_hope_speech,1
can i have an african race based scholarship then if african americans have been so repressed if they cant say all lives matter they are planning genocide againnon_hope_speech,1
arent we all human why do you divide people into races eugenicsnon_hope_speech,1
asian american has the highest median household income so nonon_hope_speech,1
america is slowly turning in to idiocracy lolnon_hope_speech,1
my first thought was annie is a weird name for a boy because i seriously thought that was a boynon_hope_speech,1
marquez shoulders this is the weakest point i have ever seen also you just presented what kind of level and person you arenon_hope_speech,1
actually there have been very few cases of it workingnon_hope_speech,1
we should not have statues of racists in our countrynon_hope_speech,1
tops check out owen benjamin the earth can be discussed bitnot homosexuality or abortion didnt jesus walk through a wallnon_hope_speech,1
now it is time to focus onnon_hope_speech,1
all lives matterim from the seychelles we have different type of peoplehope_speech,1
dems dont listen or arent smart enough to undrtstand truthnon_hope_speech,1
can u make a machine that cooks delicious food so u dont have tonon_hope_speech,1
defend the police they defend all livesnon_hope_speech,1
love sheriff clarknon_hope_speech,1
gross you realize that simply not liking someone for their personality vs not liking someone for something like racenon_hope_speech,1
lilathe real thats underratednon_hope_speech,1
the thing is were not gonna get anywhere saying black lives matternon_hope_speech,1
a great german singer wrote a song about that check it out on youtube black lives matter amadeusnon_hope_speech,1
unfortunately life dont matter anymorenon_hope_speech,1
please read through my comments i have said numerous times that we arent under the laws of mosesnon_hope_speech,1
jessica walker so then god is shallow i mean i dont wanna offend you or anything but just because god said it doesnt mean its okaynon_hope_speech,1
sam garcia go look up whats going on in uber and then come back to menon_hope_speech,1
sapphic keira samenon_hope_speech,1
cops here in canada dont attack balck people but in the past they attack gaysnon_hope_speech,1
guy ritchie said she was a drama queen go figure hahanon_hope_speech,1
its not about the hair lolnon_hope_speech,1
mia lea kahn oh so you want every human being to support you guys wow no wonder yall bannednon_hope_speech,1
did the shorthaired lesbian just say i dont agree with like homosexuality im shooknon_hope_speech,1
some one screamingnon_hope_speech,1
and our future rests on these kids lid has mercynon_hope_speech,1
pray for whatnon_hope_speech,1
is that so england aided in the biafra war in the 1960s and helped in the genocide of the igbo people to protect their oil investments in nigeria what about that stay out of africanon_hope_speech,1
all lives mattering was never a questionthat is why it is annoying black communities feel that their lives dont matter that is why it was created so responding with black lives with all lives matter is implying that you dont stand with the black communitynon_hope_speech,1
i agree that it is probably harder for them butnon_hope_speech,1
eternal lifes matternon_hope_speech,1
ps there is a better rubttle apon response of the final 20snon_hope_speech,1
i cant believe what i am seeing the police running away and getting beaten with sticks and bottles what a joke this is embarrassing and this has done no good for black people it has damaged there reputation this had made them look violent and aggressive and now even more people will be racist towards them and also will dislike them as they have also caused a 2nd wave of coronavirus which businesses and loved ones cant meet up now till 2021 all because of the protestsnon_hope_speech,1
qwerty it is truenevil main stream media will be judged by god and so will the hatred of blm and antifanon_hope_speech,1
akinadownhillace salary of nurses 65non_hope_speech,1
dont worry im christian and im both trans and bisexual so yeah thats a thing like god said men shall not lay with man but that was mistranslated its actually man shall not lay with boy meaning pedophilia so homosexuality is not in the bible and religion shouldnt stop people from loving who they love ykhope_speech,1
bennett and white womennon_hope_speech,1
anyone that votes democratthat person is a person that wants genocide of the black american peoplenon_hope_speech,1
when the debate is lost slander becomes the tool of the losers just know you exposed this for the world to see im outnon_hope_speech,1
this was so inspiring to menowadays many people doubt about women becoming engineersbut im sure next generation is going to make a changeim from argentina and next year ill finish high school and i will study environmental engineeringhope_speech,1
also your research sources are invalidnon_hope_speech,1
if i ever have daughters i will buy them your toysnon_hope_speech,1
hes got his uniform squared awaynon_hope_speech,1
you are sheepnon_hope_speech,1
annie seemed like she was bilesbianpan to me for some reasonnon_hope_speech,1
shes probably closeted and her saying she goes to church is a big giveaway her parents probably watch and she didnt want to say itnon_hope_speech,1
omg i love the sheriff and elder juan used to be good but hes become an anon_hope_speech,1
the council did not fail to at the council loves slave tradersnon_hope_speech,1
around the world shows amsterdamnon_hope_speech,1
berg no that wouldnt worknon_hope_speech,1
yes let us not have statues of wellknown racists like hitler on the streetsnon_hope_speech,1
faizal alladina to ne honest i know one of her session musicians in the states and he said she would regularly turn up with surgery tape etc etc at rehearsals actually have botox specialist visit the recording studio their you have itnon_hope_speech,1
the bible is badly translated now it isnon_hope_speech,1
blm is black supremacy movement and officialy awesomenon_hope_speech,1
really shes the most famous female artist and biggest selling in music history shes sincere and sweet and genuine here stay bitternon_hope_speech,1
sigh so you are the problem thennon_hope_speech,1
agartha lartey whatnon_hope_speech,1
tell me why you dont hear people chanting all lives matter when it comes to blue lives matter ill tell you whynon_hope_speech,1
my moms side of the family is strongly inclined towards numbers i got the bug for it too but i turned to humanities out of pettiness i feel like going back to school thoughnon_hope_speech,1
we were all made in gods image all lives matterhope_speech,1
kennedy mensah alm is antiblm because blm is a hate movement lead by self admitted marxist activistsnon_hope_speech,1
who is shenon_hope_speech,1
tops nobel peace prize nbut once again dont take gods love and return hate or madonna because youll end up pushing and living the dnc the party of death line where they herd the masses and make them unstable sinners to exploit nyoutube channel franciscanfriars nntrump is not liked but its a sin to vote dnc and cardinals had millions pray the rosary for hilliary s defeat nnmadonna recently looked different swearing and acting like a revolutionary how is her family and husband anyone know jesus christ or madonna choose cant have both sodomitesnon_hope_speech,1
she so brave their are those who judge the less fortunatenon_hope_speech,1
i will tell my children stories about this yearnon_hope_speech,1
someone didnt watch the videonon_hope_speech,1
how well they took thisnon_hope_speech,1
injustice anywhere is a threat to justice everywhere martin luther king jrhope_speech,1
parsons is that your nicknamenon_hope_speech,1
i am lost we didnt choose to be blackwe just got luckynon_hope_speech,1
i dont agree with homosexualality lol the fuq u trying to saynon_hope_speech,1
lol poor girl is getting judged on her looks left and rightnon_hope_speech,1
may i ask whynon_hope_speech,1
what did the important comments saynon_hope_speech,1
j t your nuts what planet do you live on clearly you are clueless about hernon_hope_speech,1
for once juan wasnt the worstnon_hope_speech,1
i want to be a engineer that has to do with tech thats my dream job im only 14 thats the job im hoping to work hard for still got couple years until i go to college but yeah any suggestionsnon_hope_speech,1
this is ridiculous no one can have an open and free debate and discussion to say all lives matter is perfectly reasonable yet is met with derision all white politicians are in fear and terrornon_hope_speech,1
a g look it up the cops lost their job he died exactly how george floyd did down to the teenon_hope_speech,1
nobody said white lies didnt matter but black ppl are being killed by the police not whitenon_hope_speech,1
i just hear insecurities being voiced not a single legit complain in this video men deal with the same stuffnon_hope_speech,1
worenwu all lives means we are all equalhope_speech,1
ancient soul oh lord i dont think youll ever understand theres a specific context in which the black lives matter movement arose because black people were being killed and there were multiple incidents of the same type of thing what exactly is the context for the all lives matter movement and focusing on the whole world it was only created as a combatant otherwise it wouldnt even exist no one is blaming white people were saying stop killing black people unjustly thats it obviously there are other problems going probably more important ones too but are people not allowed to stand up for themselves without being attacked would you not like to be able to stand up for yourself without being opposed thats all this is about but sadly i dont think youll be able to understand no matter which way i put ithope_speech,1
not be black popper is not in uknon_hope_speech,1
cant argue with thatnon_hope_speech,1
anarchy in the uknon_hope_speech,1
its because if black lives cant matter then all lives dont matter thats whynon_hope_speech,1
a change for what bombing yugoslavia and signing doma lolnon_hope_speech,1
because it took 30 seconds to find out that this is another pointless feminist aggression video without real contentnon_hope_speech,1
topp and all orcs should have been removed years ago and the population have now been reminded of that factnon_hope_speech,1
yo im 13 and i am confusion what i amnon_hope_speech,1
hong kong protest are not corporate sponsored so the npcs dont carenon_hope_speech,1
kitty you fail to recognize that alm is related to politics its politicisednon_hope_speech,1
he didnt set anyone backnon_hope_speech,1
2020 vision oh honey no no no it has everything to do with itnon_hope_speech,1
cute butch girl in maroon your body language is telling a storynon_hope_speech,1
people have said statues of george should come downnon_hope_speech,1
shea no he was no killed because of his complexion you are wrong here my dear he did a crime and was caught yes he was been handled incorrectly but it has nothing to do with his complexion please correct your understanding he was a criminalnon_hope_speech,1
chaos chaos its great for ratings right news media what a disasternon_hope_speech,1
i cant believe this is something we have to ask ourselves in the first placenon_hope_speech,1
babies in the womb dont matter just like god dont matter when they took god out of everythingnon_hope_speech,1
almosthumanjessi makes sense i wasnt that smart when i posted thatnon_hope_speech,1
not allowing people send their own message unless they agree with you nopenon_hope_speech,1
its all just absolute rioting heavyhanded craziness this man also in the majority of his time gave a lot of money to the city including building schools and hospitals for bristol tearing down the statue is not going to change the fact that city is better that he was there than not at allnon_hope_speech,1
jasper nova ncongratulations non_hope_speech,1
show dareal stuff funk datnon_hope_speech,1
reality mackynon_hope_speech,1
currently in my 5th yearnon_hope_speech,1
kratt kinda isnt is it mario non_hope_speech,1
actually if you look at pics of her from early 2000s and nownon_hope_speech,1
why i ment that love is love and if you dont believe that then go away we dont take hate herenon_hope_speech,1
lets hope they all dienon_hope_speech,1
whatever one might say about madonna these daysnon_hope_speech,1
why is it that the hundreds of thousands of black infants whose lives were terminated thru abortion werent important why againnon_hope_speech,1
you fucking comunist comevsay it in my facenon_hope_speech,1
why are we still talking about race issues its supposed to be white lives matternon_hope_speech,1
the home secretary is a stupid coolienon_hope_speech,1
b a n e wait reallynon_hope_speech,1
lol demonstrates how disgraceful the uk govt is looking real good defending a slave tradernon_hope_speech,1
romeo alfa yepbut he had major connections to bristoland he is infinitely worthiernon_hope_speech,1
sponsed by george soros is behind all thisnon_hope_speech,1
scumbag lifestyle the way in which a person or group livesnon_hope_speech,1
the h a i rnon_hope_speech,1
im waiting for the other minority groups to demand their day of extra equality hispanicsnon_hope_speech,1
mcfondle false madonna isnt a superstar or any kind of star for that matter and above no one madonna is a human an elderly human at thatnon_hope_speech,1
bjgvideos right like shes probably the oldest in the video and everyone else except her were so acceptingwhen someones ignorant theyre ignorant and thats thatnon_hope_speech,1
thank you and i think its only in americanon_hope_speech,1
plantation politics excellent term rightly so leftist pandering for votes that wont cometrump 2020non_hope_speech,1
so cops were justified killing him steve use your brain mannon_hope_speech,1
fox called scrappy tail howd you get here genesis 1non_hope_speech,1
a walkway overpass bridge in miami was built by female engineers with no archhope_speech,1
what do they think hitting kids with bibles will donon_hope_speech,1
all lives matter stop stealing and looting and the po po will leave you be is you crazynon_hope_speech,1
blm dont care about black people unless it advances their marxist political agendanon_hope_speech,1
chlopakzpolski yes it is incorrectnon_hope_speech,1
god i have so much respect for that sherrifnon_hope_speech,1
she is the devil give me a break wake up she is not your savior only one is our savior jesus christ king of kings not this demonic dirt bagnon_hope_speech,1
ill tell you why all lives matter isnt accepted its insulting the fight of black life matters but what all life matters is saying is that we feel that all lives do matter emphaticallynon_hope_speech,1
first of all black people are a minority second of all we are protesting for black lives because their the ones that need help the most rn when innocent spanish people are dying were gonna protest but rn its for black peoplenon_hope_speech,1
