text,label_str,label
the big ones stop ruling when the small ones stop crawlingnn2020 the year of the modern revolution,Non_hope_speech,0
i think at that time,Non_hope_speech,0
about performing at eurovision in tel aviv,Non_hope_speech,0
is it wrong i laughed when he said beaten with the bible,Non_hope_speech,0
all im gunna say is i was presbyterian and didnt agree with homosexuality before i came out,Non_hope_speech,0
thank you madonna for everything youve helped me grow up as a kid in west philadelphia you inspired me greatly much respect and love queen of pop,Non_hope_speech,0
when youve turnoff the reasonable people,Non_hope_speech,0
rightthats what he said you have it all right,Non_hope_speech,0
she is not 60 he is 60,Non_hope_speech,0
s the tea sis and thats the tea,Non_hope_speech,0
white lives matter is considered racist as hell so why isnt black lives matter racist also,Non_hope_speech,0
the whole thing is a jokelol all black lives matterand the democrats are laughing at the suckers following them down the path to socialismcrush black lives matter all lives matter its a political move by the democratic socialist partymaga the media is telling and showing you what the dems want them toexcept fox newsgood job,Non_hope_speech,0
sunshine littlephilly i cant even imagine how your thought process works do you not have the capability to shape your own opinion especially on a topic that does in fact hurt homosexual people whether you believe they should be harmed or not has nothing to do with it when you publicly state a person is wrong for just living their life,Non_hope_speech,0
but sadism isnt evil is it unless youre sadistic to unwilling participants alot whats considered evil now a days depends actually more or less on your perspectiv of what happens if i were to hit a dog,Non_hope_speech,0
and short short hair,Non_hope_speech,0
no im black and im upset by what ive seen it does nobody any good,Non_hope_speech,0
it doesnt matter what your family does when you want to make a career for yourself what matters is what you can or will do youre in no better position then the one who comes from a poor family and also wanting to be a video game developer,Hope_speech,1
all lives matter every life fucking matters,Non_hope_speech,0
i thought i was watching a recent video but this is 4 years ago but here we are again and the same thing is going to happen,Non_hope_speech,0
where has this sheriff been,Non_hope_speech,0
the media and crooked politicians whipped this up we have to get rid of the lot of them with the ballot,Non_hope_speech,0
he was doing just fine before the police officer kept his knee on his neck for 8 minutes and 46 seconds,Non_hope_speech,0
bernie never lived in the hood id like to see him walk the streets,Non_hope_speech,0
black lives matter and not all livesnwhat hypocrats,Non_hope_speech,0
the lesbian disagreeing with homosexuality tho poor thing is prolly insecure abt it,Non_hope_speech,0
police are already killing people,Non_hope_speech,0
no liberals think that lmao,Non_hope_speech,0
grasielle alison ha another mom joke,Non_hope_speech,0
can you guys stop harassing that girl for her haircut seriously she doesnt agree with homosexuality but she respects it the least you could do is respect her back,Non_hope_speech,0
jazzfan1 when i read your comment it sounds kind of dumb and racist you act like only white people are slaying only black people daily,Non_hope_speech,0
i beg they just put it straight back up,Non_hope_speech,0
agreed it is straight up abuse in all three formats,Non_hope_speech,0
so did i shes clearly grooming herself and behaving in a more masculine manner lol when she said she didnt agree i was like you dont,Non_hope_speech,0
rebekah well its a hompohobic comment therefore it sucks,Non_hope_speech,0
chloe faye i mean they are there to hear his story,Non_hope_speech,0
certainly herd mentality,Non_hope_speech,0
sasha dumse god accepts everyone,Hope_speech,1
i would have asked him if hes watched but im a cheerleader,Non_hope_speech,0
i feel so base for that guy they treated him as if he wasnt a human just because of who he loved,Hope_speech,1
american lives matter,Non_hope_speech,0
staged set up for the coming race war still hilarious though,Non_hope_speech,0
the interviewer is hot,Non_hope_speech,0
i am so glad that you made your toy i wouldnt have extended my love for science i feel like i dont fit in at school sometimes,Hope_speech,1
how can all lives matter if black lives arent,Non_hope_speech,0
you are so right and white is a color,Non_hope_speech,0
im so proud for her,Hope_speech,1
we are ready meanings black people are ready for anything,Non_hope_speech,0
what exactly do you want,Non_hope_speech,0
she saves lives with her music,Hope_speech,1
that would be uhhh pure mean yes,Non_hope_speech,0
walker rly sorry for being so mean,Non_hope_speech,0
santiago cr but she can move her mouth,Non_hope_speech,0
evil i dont think so what a crazy statement to say about her,Non_hope_speech,0
all lives should matternbut black lives dont seem to matternthats why theres a black lives matter movement nunderstanding,Non_hope_speech,0
because thats therapy u must know the truth u had,Non_hope_speech,0
a a house n,Non_hope_speech,0
im glad madonna knows there is a market for originality brilliance beyond american borders globally they consider her a legend who once again shakes it up and reinvents herself beautiful girl,Non_hope_speech,0
these kids are amazing,Non_hope_speech,0
i couldnt tell if it was a boy or girl,Non_hope_speech,0
all humans matter whats with labeling color dogs matter cats matter bees matter trees matter americans matter,Hope_speech,1
clearly you have no idea who is on the side of status quo,Non_hope_speech,0
the return of the zulus,Non_hope_speech,0
now lets mention the black names that fell victims in the hands of protesters the black owners protecting their businesses whos gonna protest for them blm only care when a white cop is involved but turn the blind eye when they are the ones responsible facts,Non_hope_speech,0
yes all lives matter its simple to understand its not only that if the political parties have a common interest in their own country,Non_hope_speech,0
human shut eup,Non_hope_speech,0
bts kim namjoon china is trying to pass a national anthem bill which criminalises people who makes fun of it it also mandates that the chinese anthem is taught in school this stifles their freedoms,Non_hope_speech,0
talk about white privillege while black people get love from everybody while white people get booed,Non_hope_speech,0
i dont even get why whites even support blm they aint even black,Non_hope_speech,0
the things that she has done are magnificentshe has personally flewn to mexico to buy her friend some medicine for aidsthis is not your everyday type of womanshes so intelligent tooi dont think shes appreciated enough,Hope_speech,1
that one little girl is woke,Non_hope_speech,0
the majority of racists in this country are black empower by racial left democrats,Non_hope_speech,0
fblm tag the bathroom walls around the world,Non_hope_speech,0
only one race the human race,Hope_speech,1
there is no such thing as god,Non_hope_speech,0
but many news media outlets would paint you as the villain,Non_hope_speech,0
i dont see what the big fuss is just add the modifier also to your slogan black lives also matter if thats not your intent,Non_hope_speech,0
couldve got some good scrap metal money out of that,Non_hope_speech,0
all lives matter and to say they dont is real racism,Non_hope_speech,0
exactly theyre not fighting for equality,Non_hope_speech,0
juan williams should be ejected into space,Non_hope_speech,0
when i read peaceful i spat my coffee out lol,Non_hope_speech,0
sheriff david clarke is the embodiment of what i consider to be a true man he has my respect,Non_hope_speech,0
thats wat they want,Non_hope_speech,0
david clark is the absolute worst thank you for leaving milwaukee,Non_hope_speech,0
three against one ya thats fair and balancedlol hannity i cant take seriously his show is better than snl its a clown show,Non_hope_speech,0
if they had blacks who can speak chinese,Non_hope_speech,0
all lives matter period nuff said peace,Non_hope_speech,0
srbin why dont you stick to european afairs and dont worry about what i like and dislike last time i checked in was caucasians from europe that brought many people from africa we did not ask to come here why dont you go to mexico,Non_hope_speech,0
ugh god how i hate that one girl cause of everything she said i dont agree with homosexuality whats going on with her mind,Non_hope_speech,0
right shes trying to hide it,Non_hope_speech,0
my mom teaches high school physics,Hope_speech,1
himmelright but madonna wants to be young she reminds me of meryl streep in the movie death becomes her,Non_hope_speech,0
the bible doesnt condemn all judging john 7,Non_hope_speech,0
people need to blame themselves for their own selfish bad behaviour,Hope_speech,1
this comment should have more likes,Non_hope_speech,0
but trump has helped black people so much,Non_hope_speech,0
only juan doesnt make sense here the reason is that he and most leftists are ideologically possessed it doesnt matter how illogical or awkward their position might be,Non_hope_speech,0
no he cant,Non_hope_speech,0
threatend by who exactlythe black community suffers from mostly black on black crimes yet theres no riots about that,Non_hope_speech,0
a woman who dresses with man clothes and dont agree with homosexuality ok thats coherent lol,Non_hope_speech,0
davisnmy book i have several what do you mean,Non_hope_speech,0
eris bell being tall wasnt a choice,Non_hope_speech,0
bernie fan here god im so disappointed in his response i swear i fuck in hate the black lives matter movement,Non_hope_speech,0
why does she sound so tired and frail and weak nowwadays i know shes older and is likely tired with raising all those kids,Non_hope_speech,0
sheeple yes you are,Non_hope_speech,0
perhaps the star of david or merkabah,Non_hope_speech,0
he s just a hero that s inspirational,Non_hope_speech,0
the person in the burgundy doesnt agree with homosexuality but looks the gayest lmao not to be rude,Non_hope_speech,0
any group that reinforces who you must be who one is deserves such devotion madonna is really a wonderful woman to some people,Hope_speech,1
hes the man,Non_hope_speech,0
shameful behaviour the police should have actedoh wait,Non_hope_speech,0
sheriff and larry black on the outside white on the inside sheriff and larry bending over for trump,Non_hope_speech,0
i can see the reasoning for why it might be inconsiderate to say all lives matter with whats happened and everything surrounding that,Non_hope_speech,0
u guys are yelling that annie is probably a lesbiannnnnnnnni swear for a sec it thought she was a boy,Non_hope_speech,0
mess well always save the day,Non_hope_speech,0
this made me cry so many things in contemporary christian culture are such a horrid distortion of what christianity is meant to be what that boy said about choosing to love thats what christianity is about,Hope_speech,1
its gone full circle like an ouroboros for these sjws,Non_hope_speech,0
that sheriff for president,Non_hope_speech,0
i just wasted 7 min watching people discuss which lives matter and how to say it its just a distraction from the reality that anti black racism is not common place in america why should i take anyone who cant see past that seriously,Non_hope_speech,0
hell yes whoop whoop,Non_hope_speech,0
should have broken and destroyed the statue before throwing it down the river,Non_hope_speech,0
so pulling a statue out is going to rewrite the past is it mindless fools it would be different if there still was slavery in bristol but the present has moved on from the past and these moronic individuals need to also,Non_hope_speech,0
democrats horring for votes that is the truth right in your face,Non_hope_speech,0
i have never understood homophobes like its just hatred not justified by an old book that you worship and interpret literally its gross,Non_hope_speech,0
capitalism is the idea of creating a product that solves a problem you cannot solve that problem if you do not create a decipherable marketable label for the consumer who has that problem it totally sees colour and race,Non_hope_speech,0
have you ever met anyone who was lgbtnme,Non_hope_speech,0
do black lives in the womb matter,Non_hope_speech,0
this simple three man panel could get together with donald trump and completely solve this ageold problem at hand they all have experiences,Non_hope_speech,0
nothing else mattersmetallica,Non_hope_speech,0
senator sanders is for socialism lets suspend his us citizenship,Non_hope_speech,0
taking a knee is pretty appropriate coming from democrats and sjwsnpandering and placating without questioning the motives and agenda from blm is dangerousnthere is nothing more dangerous than sincere ignorance and conscientious stupidityn martin luther king jr,Non_hope_speech,0
jason so who do you think the democrats are,Non_hope_speech,0
c when women were fighting for their rights there were men screaming,Non_hope_speech,0
its like martin luther king junior fight for his poeple and even he died becuse they didint want himand knowthis world is changingand we pray for all poeple and black poeple and white poeple to be more nicer,Non_hope_speech,0
i am so glad that clark is no longer in power of anything,Non_hope_speech,0
all lives do matter and we can do a much better job of displaying this and encouraging one another to know our worth nlet us continue to fight to end human trafficking and support every survivor nto support my fundraising efforts with the araminta race against traffick,Non_hope_speech,0
because they recieve trauma that leads to mental illness and has a high suicide rate,Non_hope_speech,0
did mahomet own slaves if so the reading of koran should be forbiddennwhat about krishna and rama they were rulers when slavery was rampant,Non_hope_speech,0
i hope satan comes to earth to kill everyone,Non_hope_speech,0
so all lives dont matter just black lives yea that makes a lot of sense,Non_hope_speech,0
they want to make africa out of america,Non_hope_speech,0
bbc censored if you support blm youre just supporting democracies all lives matter,Non_hope_speech,0
say cheese do not make hasty conclusions you do not know me well in order to make such statements they protect their rights how,Non_hope_speech,0
you are still young maybe you can try,Hope_speech,1
your local hufflepuff imagine thinking someones sexual orientation based on what they wear,Non_hope_speech,0
max obrian i cant seem to find where anyone asked for your opinion,Non_hope_speech,0
they stood by and watched and their mayor is pleased with them,Non_hope_speech,0
awesome not only that youve created engineered,Hope_speech,1
ive never heard a more perfect answer to the question than that sheriffs well said sir and thank you for your service,Non_hope_speech,0
people are gettin mad because a statue of a slave trader was taken down,Non_hope_speech,0
kay b thatvright white lives matter cops matter,Non_hope_speech,0
thank you someone had to say it,Non_hope_speech,0
paul i dont think you actually read my statement i didnt say you should now change the slogan from blm to alm its mildly annoying to say the least,Non_hope_speech,0
i never understood racism i grew up thinking whats the problem with with different colored humans theyre literally the same but different colorsnto this day i still dont know why people think 1 race of humans is better than another race when theyre exactly species,Hope_speech,1
white lives dont matter than black lives dont matter either understand you either are racist or youre not own it,Non_hope_speech,0
the bible is a book written by men,Non_hope_speech,0
we all bleed the same,Hope_speech,1
she is wearing the monogram of catherine the great e with ii through it with a crown above,Non_hope_speech,0
im gonna tell you this most are,Non_hope_speech,0
bruh these lgbt people gotta chill with this little girl,Non_hope_speech,0
injustice anywhere is a threat to justice everywherenblm when people mention chineese slavesn,Non_hope_speech,0
that would be just pure mean aw love this kiddo she made my day 3,Non_hope_speech,0
david clarke needs to get into politics this is turning into the brexit debate if you disagree with me you do not understand sophisticated politics,Non_hope_speech,0
his barber is tay keith,Non_hope_speech,0
fauna leftists have already removed history teaching from schools and replaced it with their agendadriven pathology im a 10th grader who sees it first hand,Non_hope_speech,0
do you know how many times in history these descriptions have happened do you think this is worse than the holocaust the bible gives guidance that we wont know the day and hour but the end will come like a thief in the night dont quote scripture to predict when you think the world will end just ask hal lindsey people have been predicting the end with scripture for the last 2000 years,Non_hope_speech,0
skinny dicc booing at all lives matter and white lives matter but saying yall want equality doesnt make sense,Non_hope_speech,0
i dont agree with homesexualality,Non_hope_speech,0
arreola exactly,Non_hope_speech,0
does she need to repeat it what didnt you understand,Non_hope_speech,0
kg2018 dave chappell story of fame,Non_hope_speech,0
good luck inshallah itll be a very rewarding journey,Non_hope_speech,0
i agree that there are some bad cops yes ill admit it but most are good i agree george shouldnt have been killed but it seems the cop just over estimated his strength,Hope_speech,1
her physical exterior appears that way to my judgement i know that alone is not sufficient,Non_hope_speech,0
why are these people even here,Non_hope_speech,0
thanks debbie for being an inspiration,Non_hope_speech,0
so censored so if you even hint of ppl from the middle east that owns this channel u get censored,Non_hope_speech,0
how bout we stop saying black lives matter or all lives matter lets just all agree lives matter idc if you a frog a human a purple dude in banana costume,Non_hope_speech,0
slima did ya know these involuntary slaves,Non_hope_speech,0
what do the amarican people mis in their heads that when an important problem like black lives matter is spoken about they change it into all lives matter and than they do not realise how big of an insult that is for the black people and their problems of the last 300 years for the next 300 years it are the black people who have the saying in the world thats just fair and i am a white male,Non_hope_speech,0
love the police man too good too honest,Non_hope_speech,0
are you black no do you know how we feel no get a grip brainless ashly,Non_hope_speech,0
some one me to,Non_hope_speech,0
blm we never said only blm yall twisted af,Non_hope_speech,0
it is a choice just admit it i hope youve realized how dumb what you just said really is,Non_hope_speech,0
she is forever doing what keeps her in the public eye,Non_hope_speech,0
matthew jesus is real i know him he brought me back from deaf,Non_hope_speech,0
how are you now,Non_hope_speech,0
owen eiffel did you watch the video,Non_hope_speech,0
david mcdonial thats a shame they way you react tells me other wise but ur not the only person in the world who lies to themselfs its common i forgive you,Non_hope_speech,0
9 nespecially when they are actually doing those things,Non_hope_speech,0
the sheriff spoke the truth,Non_hope_speech,0
a kid in the closet playing hide n go seek and then is coming out of it how the world should be,Non_hope_speech,0
we never said all lives didnt matter we are saying all lives matter but ours the country was founded on pure racism and power so whatwe should turn the other check and dont come with that what about black on black crime bs because i have never taken the live of a black man or any man for that matter most whites live their life in a bubble completely numb to wants going outside of your own white skin,Non_hope_speech,0
walker what did jesus say about homosexuality,Non_hope_speech,0
oh just shut up all lives will matter when black lives will matter,Non_hope_speech,0
white people arent dying bc of police brutality and racial profiling,Non_hope_speech,0
tvblogspot that is their secret i can neither confirm or deny but what i can say is with eternallong life comes many a heart break sufferingnnproof,Non_hope_speech,0
im crossing my fingers that they all wake up tomorrow with a bit of a cough,Non_hope_speech,0
saying black lives matter is a racist,Non_hope_speech,0
i spent half the video trying to figure out how this man was a conversion therapist in any way and then i read the title again,Non_hope_speech,0
you have encouraged me thank you for sharing,Hope_speech,1
busterud as long as this nation remains godless,Non_hope_speech,0
actually i think heshe meant or vs are,Non_hope_speech,0
my gaydar went off as soon as she came on screen,Non_hope_speech,0
thats my word rabble rouser,Non_hope_speech,0
i wish that all of them know that there name is said every single day nn,Non_hope_speech,0
agree what people feel you need husband and wife in love to raise a child or children,Non_hope_speech,0
many are agrresive,Non_hope_speech,0
that would be just pure mean,Non_hope_speech,0
because it washing a good thing,Non_hope_speech,0
and now you have aids,Non_hope_speech,0
taylor when did i ever reply to someone not doing that,Non_hope_speech,0
can i have an african race based scholarship then if african americans have been so repressed if they cant say all lives matter they are planning genocide again,Non_hope_speech,0
arent we all human why do you divide people into races eugenics,Non_hope_speech,0
asian american has the highest median household income so no,Non_hope_speech,0
america is slowly turning in to idiocracy lol,Non_hope_speech,0
my first thought was annie is a weird name for a boy because i seriously thought that was a boy,Non_hope_speech,0
marquez shoulders this is the weakest point i have ever seen also you just presented what kind of level and person you are,Non_hope_speech,0
actually there have been very few cases of it working,Non_hope_speech,0
we should not have statues of racists in our country,Non_hope_speech,0
tops check out owen benjamin the earth can be discussed bitnot homosexuality or abortion didnt jesus walk through a wall,Non_hope_speech,0
now it is time to focus on,Non_hope_speech,0
all lives matterim from the seychelles we have different type of people,Hope_speech,1
dems dont listen or arent smart enough to undrtstand truth,Non_hope_speech,0
can u make a machine that cooks delicious food so u dont have to,Non_hope_speech,0
defend the police they defend all lives,Non_hope_speech,0
love sheriff clark,Non_hope_speech,0
gross you realize that simply not liking someone for their personality vs not liking someone for something like race,Non_hope_speech,0
lilathe real thats underrated,Non_hope_speech,0
the thing is were not gonna get anywhere saying black lives matter,Non_hope_speech,0
a great german singer wrote a song about that check it out on youtube black lives matter amadeus,Non_hope_speech,0
unfortunately life dont matter anymore,Non_hope_speech,0
please read through my comments i have said numerous times that we arent under the laws of moses,Non_hope_speech,0
jessica walker so then god is shallow i mean i dont wanna offend you or anything but just because god said it doesnt mean its okay,Non_hope_speech,0
sam garcia go look up whats going on in uber and then come back to me,Non_hope_speech,0
sapphic keira same,Non_hope_speech,0
cops here in canada dont attack balck people but in the past they attack gays,Non_hope_speech,0
guy ritchie said she was a drama queen go figure haha,Non_hope_speech,0
its not about the hair lol,Non_hope_speech,0
mia lea kahn oh so you want every human being to support you guys wow no wonder yall banned,Non_hope_speech,0
did the shorthaired lesbian just say i dont agree with like homosexuality im shook,Non_hope_speech,0
some one screaming,Non_hope_speech,0
and our future rests on these kids lid has mercy,Non_hope_speech,0
pray for what,Non_hope_speech,0
is that so england aided in the biafra war in the 1960s and helped in the genocide of the igbo people to protect their oil investments in nigeria what about that stay out of africa,Non_hope_speech,0
all lives mattering was never a questionthat is why it is annoying black communities feel that their lives dont matter that is why it was created so responding with black lives with all lives matter is implying that you dont stand with the black community,Non_hope_speech,0
i agree that it is probably harder for them but,Non_hope_speech,0
eternal lifes matter,Non_hope_speech,0
ps there is a better rubttle apon response of the final 20s,Non_hope_speech,0
i cant believe what i am seeing the police running away and getting beaten with sticks and bottles what a joke this is embarrassing and this has done no good for black people it has damaged there reputation this had made them look violent and aggressive and now even more people will be racist towards them and also will dislike them as they have also caused a 2nd wave of coronavirus which businesses and loved ones cant meet up now till 2021 all because of the protests,Non_hope_speech,0
qwerty it is truenevil main stream media will be judged by god and so will the hatred of blm and antifa,Non_hope_speech,0
akinadownhillace salary of nurses 65,Non_hope_speech,0
dont worry im christian and im both trans and bisexual so yeah thats a thing like god said men shall not lay with man but that was mistranslated its actually man shall not lay with boy meaning pedophilia so homosexuality is not in the bible and religion shouldnt stop people from loving who they love yk,Hope_speech,1
bennett and white women,Non_hope_speech,0
anyone that votes democratthat person is a person that wants genocide of the black american people,Non_hope_speech,0
when the debate is lost slander becomes the tool of the losers just know you exposed this for the world to see im out,Non_hope_speech,0
this was so inspiring to menowadays many people doubt about women becoming engineersbut im sure next generation is going to make a changeim from argentina and next year ill finish high school and i will study environmental engineering,Hope_speech,1
also your research sources are invalid,Non_hope_speech,0
if i ever have daughters i will buy them your toys,Non_hope_speech,0
hes got his uniform squared away,Non_hope_speech,0
you are sheep,Non_hope_speech,0
annie seemed like she was bilesbianpan to me for some reason,Non_hope_speech,0
shes probably closeted and her saying she goes to church is a big giveaway her parents probably watch and she didnt want to say it,Non_hope_speech,0
omg i love the sheriff and elder juan used to be good but hes become an a,Non_hope_speech,0
the council did not fail to at the council loves slave traders,Non_hope_speech,0
around the world shows amsterdam,Non_hope_speech,0
berg no that wouldnt work,Non_hope_speech,0
yes let us not have statues of wellknown racists like hitler on the streets,Non_hope_speech,0
faizal alladina to ne honest i know one of her session musicians in the states and he said she would regularly turn up with surgery tape etc etc at rehearsals actually have botox specialist visit the recording studio their you have it,Non_hope_speech,0
the bible is badly translated now it is,Non_hope_speech,0
blm is black supremacy movement and officialy awesome,Non_hope_speech,0
really shes the most famous female artist and biggest selling in music history shes sincere and sweet and genuine here stay bitter,Non_hope_speech,0
sigh so you are the problem then,Non_hope_speech,0
agartha lartey what,Non_hope_speech,0
tell me why you dont hear people chanting all lives matter when it comes to blue lives matter ill tell you why,Non_hope_speech,0
my moms side of the family is strongly inclined towards numbers i got the bug for it too but i turned to humanities out of pettiness i feel like going back to school though,Non_hope_speech,0
we were all made in gods image all lives matter,Hope_speech,1
kennedy mensah alm is antiblm because blm is a hate movement lead by self admitted marxist activists,Non_hope_speech,0
who is she,Non_hope_speech,0
tops nobel peace prize nbut once again dont take gods love and return hate or madonna because youll end up pushing and living the dnc the party of death line where they herd the masses and make them unstable sinners to exploit nyoutube channel franciscanfriars nntrump is not liked but its a sin to vote dnc and cardinals had millions pray the rosary for hilliary s defeat nnmadonna recently looked different swearing and acting like a revolutionary how is her family and husband anyone know jesus christ or madonna choose cant have both sodomites,Non_hope_speech,0
she so brave their are those who judge the less fortunate,Non_hope_speech,0
i will tell my children stories about this year,Non_hope_speech,0
someone didnt watch the video,Non_hope_speech,0
how well they took this,Non_hope_speech,0
injustice anywhere is a threat to justice everywhere martin luther king jr,Hope_speech,1
parsons is that your nickname,Non_hope_speech,0
i am lost we didnt choose to be blackwe just got lucky,Non_hope_speech,0
i dont agree with homosexualality lol the fuq u trying to say,Non_hope_speech,0
lol poor girl is getting judged on her looks left and right,Non_hope_speech,0
may i ask why,Non_hope_speech,0
what did the important comments say,Non_hope_speech,0
j t your nuts what planet do you live on clearly you are clueless about her,Non_hope_speech,0
for once juan wasnt the worst,Non_hope_speech,0
i want to be a engineer that has to do with tech thats my dream job im only 14 thats the job im hoping to work hard for still got couple years until i go to college but yeah any suggestions,Non_hope_speech,0
this is ridiculous no one can have an open and free debate and discussion to say all lives matter is perfectly reasonable yet is met with derision all white politicians are in fear and terror,Non_hope_speech,0
a g look it up the cops lost their job he died exactly how george floyd did down to the tee,Non_hope_speech,0
nobody said white lies didnt matter but black ppl are being killed by the police not white,Non_hope_speech,0
i just hear insecurities being voiced not a single legit complain in this video men deal with the same stuff,Non_hope_speech,0
worenwu all lives means we are all equal,Hope_speech,1
ancient soul oh lord i dont think youll ever understand theres a specific context in which the black lives matter movement arose because black people were being killed and there were multiple incidents of the same type of thing what exactly is the context for the all lives matter movement and focusing on the whole world it was only created as a combatant otherwise it wouldnt even exist no one is blaming white people were saying stop killing black people unjustly thats it obviously there are other problems going probably more important ones too but are people not allowed to stand up for themselves without being attacked would you not like to be able to stand up for yourself without being opposed thats all this is about but sadly i dont think youll be able to understand no matter which way i put it,Hope_speech,1
not be black popper is not in uk,Non_hope_speech,0
cant argue with that,Non_hope_speech,0
anarchy in the uk,Non_hope_speech,0
its because if black lives cant matter then all lives dont matter thats why,Non_hope_speech,0
a change for what bombing yugoslavia and signing doma lol,Non_hope_speech,0
because it took 30 seconds to find out that this is another pointless feminist aggression video without real content,Non_hope_speech,0
topp and all orcs should have been removed years ago and the population have now been reminded of that fact,Non_hope_speech,0
yo im 13 and i am confusion what i am,Non_hope_speech,0
hong kong protest are not corporate sponsored so the npcs dont care,Non_hope_speech,0
kitty you fail to recognize that alm is related to politics its politicised,Non_hope_speech,0
he didnt set anyone back,Non_hope_speech,0
2020 vision oh honey no no no it has everything to do with it,Non_hope_speech,0
cute butch girl in maroon your body language is telling a story,Non_hope_speech,0
people have said statues of george should come down,Non_hope_speech,0
shea no he was no killed because of his complexion you are wrong here my dear he did a crime and was caught yes he was been handled incorrectly but it has nothing to do with his complexion please correct your understanding he was a criminal,Non_hope_speech,0
chaos chaos its great for ratings right news media what a disaster,Non_hope_speech,0
i cant believe this is something we have to ask ourselves in the first place,Non_hope_speech,0
babies in the womb dont matter just like god dont matter when they took god out of everything,Non_hope_speech,0
almosthumanjessi makes sense i wasnt that smart when i posted that,Non_hope_speech,0
not allowing people send their own message unless they agree with you nope,Non_hope_speech,0
its all just absolute rioting heavyhanded craziness this man also in the majority of his time gave a lot of money to the city including building schools and hospitals for bristol tearing down the statue is not going to change the fact that city is better that he was there than not at all,Non_hope_speech,0
jasper nova ncongratulations,Non_hope_speech,0
show dareal stuff funk dat,Non_hope_speech,0
reality macky,Non_hope_speech,0
currently in my 5th year,Non_hope_speech,0
kratt kinda isnt is it mario,Non_hope_speech,0
actually if you look at pics of her from early 2000s and now,Non_hope_speech,0
why i ment that love is love and if you dont believe that then go away we dont take hate here,Non_hope_speech,0
lets hope they all die,Non_hope_speech,0
whatever one might say about madonna these days,Non_hope_speech,0
why is it that the hundreds of thousands of black infants whose lives were terminated thru abortion werent important why again,Non_hope_speech,0
you fucking comunist comevsay it in my face,Non_hope_speech,0
why are we still talking about race issues its supposed to be white lives matter,Non_hope_speech,0
the home secretary is a stupid coolie,Non_hope_speech,0
b a n e wait really,Non_hope_speech,0
lol demonstrates how disgraceful the uk govt is looking real good defending a slave trader,Non_hope_speech,0
romeo alfa yepbut he had major connections to bristoland he is infinitely worthier,Non_hope_speech,0
sponsed by george soros is behind all this,Non_hope_speech,0
scumbag lifestyle the way in which a person or group lives,Non_hope_speech,0
the h a i r,Non_hope_speech,0
im waiting for the other minority groups to demand their day of extra equality hispanics,Non_hope_speech,0
mcfondle false madonna isnt a superstar or any kind of star for that matter and above no one madonna is a human an elderly human at that,Non_hope_speech,0
bjgvideos right like shes probably the oldest in the video and everyone else except her were so acceptingwhen someones ignorant theyre ignorant and thats that,Non_hope_speech,0
thank you and i think its only in america,Non_hope_speech,0
plantation politics excellent term rightly so leftist pandering for votes that wont cometrump 2020,Non_hope_speech,0
so cops were justified killing him steve use your brain man,Non_hope_speech,0
