text,label_str,label
@willholt11 Well that's sad man,Non_hope_speech,0
You wouldn't believe this was from 4 years ago. Same debates,Non_hope_speech,0
Lmao fabricated illness in the face of economic collapse. Sheep.,Non_hope_speech,0
@Ben Stratford yeah u do that thats where it belongs with u and ur antique and fossilsed way of thinking,Non_hope_speech,0
I feel so relatable to the situation.....,Non_hope_speech,0
I wonder how MANY people Madonna saved from suicide. I am not a fan of Madonna but I can understand the love between she  and her FANS.,Hope_speech,1
What the hell?,Non_hope_speech,0
Jemel Shahid if it's obvious that all lives matter,Hope_speech,1
Only lives that matter are GOOD PEOPLE'S.  WINNERS NOT LOSERS!!!,Non_hope_speech,0
I actually agree with her when she said it’s a cultural problem. There are countries where girls have a hard time being in STEM  and countries where they are mostly completely fine. I personally grew up going to a math and physics based lyceum that was super hard to get into and we had about 5 or 6 boys  in a class of 30 people. We had a blast and our gender  was never an issue. I don’t know if it would be the same if we weren’t a majority but all the girls went on to become engineers,Hope_speech,1
@Gameplay Central yes,Non_hope_speech,0
Can we please stop stereotyping  homosexual women looks? Thank you,Hope_speech,1
Sunshine littlephilly Obviously you do my understand sexuality. It is not a choice and you cannot just change it. But I do appreciate that you would still treat them as a human and be kind to them.,Hope_speech,1
I'm having doubts these past months about pursuing Civil Engineering because I also feel like I don't belong but then I came across this and viola! This kept me back in track. This made me remember why I pursued Civil Engineering in the first place. Thank you very much.,Hope_speech,1
I am a teenage girl watching this years after this video was published and found it really inspiring.,Hope_speech,1
ALL LIVE MATTER. All controversy over this is caused by racist bigots. Black lives mater is a racist statement and supports segregation. Black lives matter supports black supremacy just as KKK supports white supremacy.  Black lives matter and KKK ate both equally racist. Plain and simple.,Hope_speech,1
Don't listen to the people who are trying to bring you down. If gaming scientist doesn't exist,Hope_speech,1
sara leong I love science as well!!! But it is extremely hard for me to focus in math. Mainly because (probably because of classes arrangements) I am one of the only three girls in my math class of 12 and almost all the boys didn't know what staying on topic meant. They would yell and chat loudly. The teacher just seems to not hear them (probably because she has learned that it gave her less headaches). Anyways I love legos as well! I hope there's more people like you and your family in the world!!!,Hope_speech,1
I've been thinking of this for a long time,Non_hope_speech,0
bailey IKR THATS WHAT I WAS THINKING!!!!,Non_hope_speech,0
I'm a Christian but I choose not to judge. It's not my place to judge others and so I love everyone... plus I might be a lil bi so there's that🤷‍,Hope_speech,1
ALL Lives MATTER...TO GOD-JESUS,Hope_speech,1
9.20 To never give hope - to never give up ! She said it with conviction .,Hope_speech,1
It’s just sad how people are treating black people horribly one time someone in a game called my friend that she’s Black like the wall that’s so rude  I can’t stand racist people they are literally messed up,Hope_speech,1
My goodness these kids are so enlightened! So smart,Hope_speech,1
All Lives Matter! I believe it's not the color if your skin it's your personality. I other then in pleasant notes hair eyes dress. You can see they all see Black and /or white. All Lives matter,Hope_speech,1
I’ve loved Madonna for 25 years and she’s so far ahead of her time. She’s also a very very good marketer..,Non_hope_speech,0
I am an 8th grade girl and I want to be a Biomedic engineer,Hope_speech,1
Crystal has gotten so mature! Great job Marcus!,Non_hope_speech,0
@Roderick Harper The life of JFK did not matter either.,Non_hope_speech,0
Poor guy was straight up abused as a kid but he pushed through it because he loves himself that much.,Hope_speech,1
@Molly Rebekah You try so hard to sound positive while saying a hateful,Non_hope_speech,0
In reference to the Eurovisiesongfestival....She gave up singing....,Non_hope_speech,0
Then say poor life's matter,Non_hope_speech,0
Leftist liberals are biggest intolerant and shameless peoples.,Non_hope_speech,0
When they say  if all lives matter then do i hose down all the houses? then say if the houses are all burning do i hose down only the black people's houses?.,Non_hope_speech,0
I’m doing STEM and we have 19 students in our class,Hope_speech,1
Non of our beeswax,Non_hope_speech,0
It’s BLACK LIVES MATTER TOOOOOOOO NOT ONLY BLACK LIVES MATTER FFS,Non_hope_speech,0
What is wrong with you people? nThese are kids. You are all sick,Hope_speech,1
@Sasha Dumse and god made other humans to love each other,Hope_speech,1
She's an icon and idol. Very inspiring. Thank you for the uplifting words,Hope_speech,1
1/10 bad butt of the day.,Non_hope_speech,0
How come people disliked? Those are the people against #blacklivesmatter. We are going to change the world. #nojusticenopeace,Non_hope_speech,0
OMG! I wish I could be one of the kids. I would love to talk about this!  LGBTQ'S we are together! Always fighting for our rights! U are not alone!,Hope_speech,1
@Johnathan nostar you went too hard bud,Non_hope_speech,0
@Fate Kyougo I never said or implied that I was better than anyone. My commment was just to show that women can be anything they want to be. Don't assume things.,Hope_speech,1
All life is from God not just black,Hope_speech,1
Colston was Monster on a next level,Non_hope_speech,0
I WILL SAY IT ALL LIVES MATTER,Non_hope_speech,0
Your family sounds amazing! I hope your dreams come true!,Hope_speech,1
I also agree “ All lives matter “ Yes,Hope_speech,1
@Alien Jack There were some important criticisms in there you may have missed,Non_hope_speech,0
All lives matter in the world!all over the world,Hope_speech,1
« My choice is to love »  and live life,Hope_speech,1
Weather your white or black just think for a solitary second suppose you were white and it is all of a sudden that it was illegal to say all live matter and only black lives matter was allowed to matter how would that make your kind feel????nnIf I were all of you I would heavily think about not caring for only one nationality one race and only one skin color and think about each and every ounce of life that is on this planet because every single day everyone is killing one another and if you all don’t stop it’s going to keep on going until there is no more life on this planet nnAll life matters because all life is precious nnLike Hannity said if you all don’t have the courage to speak out and say ALL Lives MATTER then you all are political racist cowereds. nnGod bless you Hannity.,Hope_speech,1
Exactly what I think,Non_hope_speech,0
Usually people that don’t agree with homosexuality say their ideas in rude ways,Non_hope_speech,0
I agree with the sheriff,Non_hope_speech,0
I love watching doctor who!' Me too sis! What a lovely girl,Hope_speech,1
I love Madonna she’s a trailblazer and trendsetter thx Madonna for being unapologetically yourself and spreading love and empowering messages your so inspirational love my beautiful queen  Madonna,Hope_speech,1
I am a male engineer and I don't feel like I fit in in engineering. If you are a girl and you have the desire to become an engineer,Hope_speech,1
IF BLACK LIVES MATTER,Non_hope_speech,0
this is disgusting these protestors should be shot. but instead the media celebrate these racist black rioters #itsokaytobewhite,Non_hope_speech,0
@t.rippy pancakes Slavery has been around since day one,Non_hope_speech,0
wow... this really got to me. I'm a female in highschool who is extremely interested in engineering and science,Hope_speech,1
Of course it will not work. Cannot change who a person are. Then they will only play with not to be judged But get depressed and not have a life. Some talk about the bible,Hope_speech,1
Were really here? You want me to be racist? keep talkin this Black Lives Matter. thats fucking racist.,Non_hope_speech,0
“god gave us a choice... my choice is to love”ni cried,Hope_speech,1
I remember when I was 13 years old is when express your self started to come out in the 1990's and that song from Madonna made me who I am to day. It was a song of strength,Hope_speech,1
In short it can't be all lives matter because black people is unfairly treated by police it doesn't mean we said blm it doesn't mean all lives doesn't matter we can't matter until they can,Hope_speech,1
I can't believe some people don't accept people because of who they like. Religion or not. The God I know loves everyone,Hope_speech,1
We shouldn't be arresting and arresting black people for a year. See if the world gets a lot safer.,Non_hope_speech,0
No one is destroying history,Non_hope_speech,0
She’s an advocate ?   I would say Cyndi Lauper is an advocate not her !,Non_hope_speech,0
All lives matter even little.  EVEN LITTLE ABORTED BABIES THAT HAVE BEEN KIILLED ALL LIVES MATTER EVEN THE BABIES AN CHILDERN WHO HAVE BEEN KILLED BY THEIR PARTENTS AN CHILD MOSLESTERS AN SO ON .  ALL LIVES MATTER TO GOD TOO AN THAT MEANS ALL LIVES,Hope_speech,1
I am a Catholic and I once attended a camp when I was young and the camp leader mentioned one day that homosexuality is a sin. As someone who was still trying to stay in the closet as much as I can,Non_hope_speech,0
the boy asking for tips on how to be a good friend for his friend I'm crying omg,Hope_speech,1
@Airi Z  I am fully aware that people worship other god's. But THE God almighty said to have no other gods before Him. I also know that they're are people who don't believe in God at all. I'm not ignorant. And I don't know where you get your information,Non_hope_speech,0
The worst thing you can do is deny who you are,Non_hope_speech,0
So you are saying that you support,Non_hope_speech,0
You have the best mindset. It seems many project mental barriers which are not beneficial. Males also find their studies difficult,Hope_speech,1
“that would just be uhh pure mean”,Non_hope_speech,0
ya boy just went out and bought goldieblox. you're so inspirational,Hope_speech,1
@pepsi Atlas And contains snakes. Don't step on them.,Non_hope_speech,0
@ColorlessBoy I'm not a commy but Communism is a lot better than a lot of alternatives. (I don't like Capitalism,Non_hope_speech,0
@Panji Rizki religion is a choice whereas homosexuality is something you're born with x,Hope_speech,1
Yes that was genuine. Bless her. Never give up hope love you lady.x,Hope_speech,1
A lot of people complaining about her being a nasty feminist who's complaining about nothing,Non_hope_speech,0
I HAD THE SAME THOUGHT,Non_hope_speech,0
Ziggy Zolik ok this was the most dumb comment.,Non_hope_speech,0
@James Johnson nHer comment wasn't emotional at all.nIt pointed out the reality you are ignoring moron.Women get uncomfortable when they're treated unfairly and that is somehow their fault !?So instead of killing off sexism women in your world should just put up with it?n-----OK,Hope_speech,1
Love her...but too much bottox. Her face just doesn't seem natural at all,Non_hope_speech,0
WE ALL ALLLLLLLLLLLLL HELLO ALLLLLLMATTERS IN GOD'S EYES ..GOD'S EYES ARE ON YOU THREE MEN'S AND THE WORLD EVEN ME HELLO...PRAY,Hope_speech,1
I hope so !,Non_hope_speech,0
@Jem Wagner are we talking about white Jesus?,Non_hope_speech,0
That's right ALL LIVES MATTER!!!,Hope_speech,1
I mean can you blame them with the amount of people you needed,Non_hope_speech,0
Your idea of an engineer is that of an intellectual office or research bound. While we engineers in the  construction industry are in the thick of dirt and muck where if there are women,Non_hope_speech,0
In my Engineering and Architecture Department around half the students are women  It has really come a long way as to decades ago where only a handful of women are in class. Our landscape architecture and chemical engineering graduates are all women. Why? I have no idea to be honest,Hope_speech,1
Hate's not gonna get you anywhere in the world. God gave us choice,Non_hope_speech,0
smh atleast you got the choice i said am doing software engineering and the response i got made me lose hope before i even started anyway i rebuilt my hope and am doing it it dont matter,Hope_speech,1
They are some smart kids,Non_hope_speech,0
For people who were judging Annie (and I read that she has come out now but I'm not sure if that's true) I was the same way when I was younger because I grew up in a religious family. But I was really really confused and hated myself because I couldn't understand why God would hate me if I like girls. Which for me made me try to prove even more that I didn't like girls at all. I finally left the religion two years ago and came out as bisexual. It's really scary if your family is homophobic and tell you that you are damned forever for that...,Hope_speech,1
Thank you Officer! Juan is a Idiot!,Non_hope_speech,0
Thank you very much for this! This inspired me sm,Hope_speech,1
@Emilia they mean that the fact that girls don't normally choose STEM fields is because we are socialized to be interested in other stuff. Which is a bad thing because when someone does break the norm,Hope_speech,1
@Beast Slasher vice versa! My regards to you. God bless. 🤝,Non_hope_speech,0
“Sorry I don’t agree with what you are” (I know that isn’t exactly what they said but yeah) look I know they’re a kid but hopefully they’ll grow out of that mindset it’s just illogical,Hope_speech,1
It's not like discrimination against women in pay and treatment is illegal,Non_hope_speech,0
they should say all votes matter,Non_hope_speech,0
BLM is only including black lives,Non_hope_speech,0
She made me live my life and also embrace it,Hope_speech,1
Don't try to. Living in the West is like literally walking on eggshells,Non_hope_speech,0
I agree we should,Non_hope_speech,0
@Darvy Rith let me show you the reason BLM is a thing.,Non_hope_speech,0
@Абдуллаев Антон I respect and love your nation very much. Very chill and open minded towards the stupid western media.,Hope_speech,1
It's time to change we have to change unity make the earth/world great we're not 17st century no racism we're 21st century nunity is powerful and peaceful,Hope_speech,1
Racist piece of crap,Non_hope_speech,0
I'll be graduating with a degree in CS engineering next December. I was always the social,Hope_speech,1
@Shawn Pitner Fair enough but what does it matter when it was made ?,Non_hope_speech,0
@Mia Majano the girl with the red sweater,Non_hope_speech,0
ALM the CCP lives no matter The CCP’s dogs live no matter the rioters live no matter.,Non_hope_speech,0
Sasha Dumse God accepts everyone.,Hope_speech,1
Why are they calling him a survivor? It’s just his parents trying to cure him,Non_hope_speech,0
It's because its nice to have big events where LGBT+ people can go and meet people who are like them or have similar experiences as them and feel at home and like they belong somewhere. There are no parades for those things because those are more socially excepted things. Have you ever heard of a country that doesn't accept a straight man? It's just a nice way to make friends or if people give you a hard time about who you love usually,Hope_speech,1
All lives should matter. Not just only back lives that matter us,Hope_speech,1
@Madame Corgi. Just stay in bed. Do the world a favour.,Non_hope_speech,0
Lar M bruh are you that guy who says all lives matter?,Non_hope_speech,0
Just because she disagrees with homosexuality doesn’t mean she’s homophobic,Hope_speech,1
According to SLEEPY JOE BIDEN.  You Ain't Black if you don't vote for me.  So if White People don't vote Republican.  That means I am no longer  WHITE.  Way to go SLEEPY JOE BIDEN!   Do you where you are?,Non_hope_speech,0
When people say all lives matters its derogatory to the black lives movement this movement stand for the political injustice that black people face just walking down the streets dresses in a suspicious manner. So when you say all lives matter you make it as though all lives face this same issue. Naturally all lives matter is that even a question. But the problem here is when you say all lives matter you indirectly denounce the problems faced by victims of racist police brutality by also indirectly implying that all lives face this problem,Non_hope_speech,0
The truth is All lives matter,Hope_speech,1
You said it right sherriff,Non_hope_speech,0
His voice makes my throat hurt,Hope_speech,1
@Ken Wagnon nRespect,Non_hope_speech,0
stop forcing people to forcefully study engineeringnengineering is made for humans nif a girls want to study engineering she willnif she wants to study something other than engineering she willnIts totally her choice.nnnnnA person should only study something in which he/she is interested in and thus can excel in that field only.,Hope_speech,1
So pulling a statue out is going to re-write the past is it? Mindless fools. It would be different if there still was slavery in Bristol. But the present has moved on from the past and these moronic individuals need to also.,Non_hope_speech,0
+Jane Gerrard Thanks for the excellent comments. I think that explains the experience of many women working in a variety of disciplines. TBC,Hope_speech,1
B stands for Brave nL stands for LoyalnA stands for AwsomenC stands for Courageous nK stands for Kind nnDon't hate on people for the colour of their skin,Hope_speech,1
80s baby here. Madonna was made by the lgbtq community. She was there for them,Hope_speech,1
Born to be a star an icon.  She has done so much for the LGBTQ  community. I'm so horrified by the hate she gets because of her age,Hope_speech,1
god gave us a choice my choice is to love 🥺,Hope_speech,1
As someone who dosnt really feel comfortable saying “I’m religious” but would say my beliefs fall most closely to Christianity and attends church regularly... this whole concept of conversation therapy disgusts me. I have read the Bible through and through. Yes the Bible does say that homosexual actions are sinful. It also says a thousand other things are sinful (things we are all guilty off in our lifetime) the Bible clearly says all sin is forgivable. The Bible says the greatest commandment is love. Jesus when faced with the option to condemn chose love over and over and over again. He forgave and he showed compassion. In fact the only people Jesus was super blunt or “mean” with. Was not the drunkerds,Hope_speech,1
@kennedy mensah our lives are being seen as less than that of whites and we’re sick of it where's your evidence for this?,Non_hope_speech,0
Therapy and surrounding yourself with loving and accepting people hopefully,Hope_speech,1
Bristol  The wrong turn ! if was iraq,Non_hope_speech,0
Plantation politics - excellent term. Rightly so. Leftist pandering for votes that won't come.Trump 2020,Non_hope_speech,0
I wouldn't think a black woman was technical when she has hair like that either. So unprofessional!,Non_hope_speech,0
TnThe Narrative  tell a lie often enough and sooner or later people  will  believe  it,Non_hope_speech,0
Love Sheriff Clarke! Truth!,Non_hope_speech,0
some comments under this video honestly make me want to throw up. why are so many of you assuming that religious girl’s gender and sexuality?? i thought this community were way smarter than this,Hope_speech,1
Don't Dare Give Up! Right Now I'm Counting On You Not Giving Up,Hope_speech,1
We never said all lives didn't matter. We are saying all lives matter but ours. The country was founded on pure racism and power. So what....we should turn the other check. And don't come with that. What about black on black crime bs. Because I have never taken the live of a black man. Or any man for that matter. Most whites live their life in a bubble. Completely numb to wants going outside of your own white skin.,Non_hope_speech,0
I don't think there's anything wrong with personally disagreeing with homosexuality as long as you still respect the LGBTQ community and aren't nasty to anyone because of their sexuality,Hope_speech,1
They are just saying what people want to hear. then when they get off the stage they use the N-word and laugh.,Non_hope_speech,0
Haha ikr! She even cuffed here jeans!,Non_hope_speech,0
He built Bristol. And African's also sold their own people as slaves. Do your research before typing,Non_hope_speech,0
wait what do you mean by abuse!??!?!??!?!?!? (I keep thinking physical abuse)nnalso I would ask if I look hot (cuz I'm a boy),Non_hope_speech,0
All lives matter for SURE!  Everyone is equal.,Hope_speech,1
I teared up watching this. I think Debbie's story is just so incredibly inspirational. She is an incredible role model not only to the little girls she reaches through GoldieBlox,Hope_speech,1
@Ted Yeo Precisely! Somebody who gets it!nNow,Non_hope_speech,0
Racism is just a shit thing that came from everywhere that had 2 or more races,Hope_speech,1
@Jodi Dunbar God has no hate in him. He is pure love.,Hope_speech,1
I think this is my new favourite Madonna interview... thank you for holding my hand through some of the worst of it Bless you M !!,Hope_speech,1
All Lives Matter!!,Hope_speech,1
It's racist to say only one race matters all.races matter all life's matter,Hope_speech,1
It's time for a civil war,Non_hope_speech,0
I know. You should treat people as people and not colors,Hope_speech,1
@xBrownskinAngelx Accept it as you wish. But i still believe ALM.,Non_hope_speech,0
Its amazing that this video is from 2016 and look how history repeats itself. Its almost like these are not organic movements but political puppets brought out only when an election year happens too stoke conflict and division. Go look at who funds BLM. George Soros and now even China is backing them with millions of dollars which gets funneled through Actblue and goes straight too fund DNC candidiates.,Non_hope_speech,0
I believe in God and the Bible,Non_hope_speech,0
@Heather well we all have different ideas of what looks good,Non_hope_speech,0
Yooo kid. I don’t think you understand. Blacks were brought over here hundreds of years ago to be forced to work in shitty conditions. Our ancestors put their blood,Non_hope_speech,0
Elise McLeod Well people are taking it like a trend tbh and don’t know what they’re protesting for. Are they protesting for different shops? Because I don’t see how that is going to help Black lives?,Non_hope_speech,0
she is the best,Non_hope_speech,0
@Logan Schmidt i exactly know what it uses as apology to stand for,Non_hope_speech,0
Sunshine Be positive sis,Hope_speech,1
Darzo Xx so then why do black people get treated differently?,Non_hope_speech,0
@Brutal Honesty wow you're so unique with that mindset,Non_hope_speech,0
Love it! Thank You!!!,Non_hope_speech,0
@TheLegend27 Is Alive  how do you know are you lgbtq,Non_hope_speech,0
Sasha Dumse and God made LGBTQ people,Hope_speech,1
Wtf she's so good looking,Non_hope_speech,0
lgbt individual are all equal like everyone else. Change country if you do not want to live with the differences. Madonna is the singer who has sold the most records and tours,Non_hope_speech,0
White Lives Matter! White lives have been depreciated throughout decades. Whites are called racists because of skin color. Who wants to start a movement and march? We will accept all nationalities that will help honor white color. Don’t cause a white out! White privilege matters!!,Non_hope_speech,0
No it would not be an insult. cops are not  killing babies at an alarming rate compared to amount of babies living in the US.,Non_hope_speech,0
Randomgirlwhosings0804 Why does she feel the need to have to agree or not agree with someone’s sexuality? Why does any Christian? it’s really weird. there is nothing for you to “agree” with,Hope_speech,1
BOTH. Black lives do matter,Hope_speech,1
Hate isn't going to get you anywhere. God gave us a choice,Hope_speech,1
Everyone of these stars who has had one successful album after another is part of the kabal music msm system based on sexualising everyone and selling it as 'freedom'; subverting family bonds and values which the atheistic industry abhorrs. nBowie,Non_hope_speech,0
Racism is discriminating or treating somebody unfairly because of their skin color,Hope_speech,1
10.000 people were happy to see this man..at the bottom of the river.I would say democracy was not needed.If it makes the people happy...then justice was served.FACTS.,Non_hope_speech,0
@Yang Yang I will never respect a racist organization,Hope_speech,1
Paridae Vision..Aww A woman who chooses to defy hate scares you doesn't it? BOOM!,Non_hope_speech,0
@melancholicmusicboxnnnI don't agree in hire people just because they are men,Hope_speech,1
That braided hair is so cute. Please notice me TJ senpai <3,Non_hope_speech,0
Always love hearing the Sheriff. Very true,Non_hope_speech,0
You gotta remember that NOT all black people that are racist.,Non_hope_speech,0
I love that you guys are coming at this from a full heart and really trying to help children understand the new world that they live in today some people may be against us some people may be for it but whether you’re against learning about the way the world actually works or not doesn’t mean that the world doesn’t still actually work and if your children are going to be productive people in our society then they should learn about our new society,Hope_speech,1
Whoring for votes!! Yeah,Non_hope_speech,0
I think this is the most honest and open interview I’ve seen with Madonna. She was real,Non_hope_speech,0
i wish i had the courgage to be myself in front of others,Hope_speech,1
I don't understand homophobic Christians. Sure,Non_hope_speech,0
Bbm add#11 nI don’t think conversion therapy is helpful to people regardless if they could choose it or not. For I don’t even think it is real therapy it would be trying to force someone to be something they’re not is that really therapy? Also I don’t think the therapy that this guy is talking about is very good for you mentally.,Hope_speech,1
Walmart takes “All Lives Matter” t shirts off web and leaves all the other matters for sale.  Saw it this am.,Non_hope_speech,0
Do not give up hope not matter what,Hope_speech,1
What they are really saying is that they want (we want) equality.,Non_hope_speech,0
Ah... Glad this video popped out in my suggestion just in time. I am a freshman in agriculture engineering. And a female. At first,Hope_speech,1
@***** CITATION PLEASE. People who say that institutional racism exists in the modern first world are like the feminists crying about their boogey man called the Patriarchy'.,Non_hope_speech,0
ALL LIVES MATTERS WETHER YOU ARE BLACK WHITE BROWN BLUE YELLOW ALL HUMAN'S LIVES MATTER IN THE SIGHT OF GOD CHRIST SHALOM,Hope_speech,1
Once again Juan Williams is an idiot!,Non_hope_speech,0
Do you people see this mind manipulation!?? Why would they ask this garbage to black/all lives matter...WTF. I swear man these so called politics just keep getting worse. Your a racist if you divide yourself from other people but in politics,Non_hope_speech,0
black lives matter aswell how bout that,Non_hope_speech,0
“god gave us a choice,Hope_speech,1
One-armed Bandit absolutely spot on. I used to love this ‘women’. Angry I have been deceived. Now I see the man he is. Pushing Trans agenda,Non_hope_speech,0
I immediately “awe”d when he asked that. It’s so important for people to have a support system and it’s so sweet that he’s willing to be a part of that for his friend,Non_hope_speech,0
@C J All Attoms Matter,Non_hope_speech,0
ALL LIVES MATTER. .... Any thing else is racist !!,Hope_speech,1
I just want to hug her here! She made me cry.. I like this Madonna. Very inspirational and strong woman,Hope_speech,1
Juliette Almader i think she’s just young and hasn’t questioned her beliefs yet. I’m catholic too and I didn’t question my upbringing until my late teens. I thought she was very respectful and it takes a lot of bravery to say what you believe while knowing it’s unpopular and you’ll be seen as a bigot and ridiculed,Non_hope_speech,0
I respect this movement . And we all should.we shall raise are voices until it reaches to the government. Justice george floyde and everyone who ever hot abused harrassed because of their race justice to everyone respect to everyone who support this movement,Non_hope_speech,0
The STEM field is very diverse...the problem is the vast number of Indian and Asian women and men in STEM strangely don't seem to count?  Notice,Hope_speech,1
What about the lack of women in construction,Hope_speech,1
corono virus is loosing the battle people are standing up for there freedom,Non_hope_speech,0
i am a girl when i told my family about me doing engineering my brother saud to me get over your self girls don't do engineering .. well it kind broke my heart i don't know what to do now,Hope_speech,1
I’m gonna call it the way I see it sweetheart something going on cause my gaydar is going off...,Non_hope_speech,0
I don't agree with homosexualitynnnGirl with that hair and those jeans?,Non_hope_speech,0
that’s so right. something like that will leave you actually needing therapy... desperately,Non_hope_speech,0
There are only two sexes (and also intersex people so technically three sexes) but gender identity is up to the person. It’s a very western idea that there are only two genders and many other cultures believe differently and have believed differently for thousands of years. If a person wants to express their gender as something non binary to boy and girl they should have the freedom to do so. If they aren’t hurting anyone else why make them change into something they aren’t comfortable with,Hope_speech,1
@Sunshine littlephilly I have a question. I’m not lesbian but I have so many friends who are apart of LGBTQ community and I support and honestly would do anything for them,Hope_speech,1
...mdna...you're a beacon of hope in a dark unpredictable world....thank you for standing up and continuing the fight for change...i love you,Hope_speech,1
everyone talking about the girlnshe was clearly protecting herself... she came out bi recently,Hope_speech,1
In third world countries males make money and feed their family mostly not women. It's the system where males are the head of a family and works for the family.,Hope_speech,1
All lives matter and if you think they don't  imagine one of your family  members die tomorrow. They may not make main stream media but they mattered to you. So yes every life matters to someone.,Hope_speech,1
starrynight0621 I’ve never faced any kind of sexism at my school but because I’m the best at maths and science in my class the boys can’t exactly say ‘it’s a boy thing’,Hope_speech,1
