text,label
Supreme cort cheyda niyamam thenditharamai an nan kanunnad karanam ee low kond vannal HIV kooduthal kanduvarum pashchathya rashtrathil HIV ee karanam kond dhayad USA ee low kond 30 lak olam Alkar HIV k pidivattitund pinne oro varshavum 3lak students abortion cheyyapedunnund ennan kanak adkond ee chadi india karod vendilllairunnu supreme cort evde 18 age lady kum 21 age aya boysinum kalyanam enna option undallo pinnend kondan eemadiriyulla chetta low galNon_hope_speech,1
BS mandatharam onum eganay vilichu parayalay broNon_hope_speech,1
Ipozhum ite angeekarikan kazhiyata alukal undallo keralatil Itano champoornna sacharataHope_speech,1
സത്യം ആണോ Non_hope_speech,1
Enna ninte vaapa tippu sultanod poy ondaklan para kalla jihadi sudappoNon_hope_speech,1
Palunni valare valare valuthayi yithu yentha pleaseNon_hope_speech,1
WIZARD BY AKSP ennal padam kayathumbo nalla time pidikumNon_hope_speech,1
ധൈര്യമായി മുന്നോട്ട് പോകൂ നിങ്ങളെപോലുള്ളവരെ സപ്പോർട്ട് ചെയ്യാൻ വിദ്യാഭ്യാസം ഉള്ള സമൂഹം മുന്നോട്ട് വരുംHope_speech,1
സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോHope_speech,1
Tik tok nu pakaram roposo upayogikku Indian appNon_hope_speech,1
k John k John athenthaada thayoli Hindu name ittaa sanghi aakuoPatti naayinte mone nee parayunne appo ninte matham maathram madhiyo ivdeatho ninte matham maathram aano Sheri erappa achaaayaaaa John kunneeeNon_hope_speech,1
Hi jishsa notmalayalam,0
Ashida chechi I really like u njngade clgil vannittnd chechi samsaram kett kondirikkan nalla rasanNon_hope_speech,1
at ah book nte name onn parayavoenikonn vayikanamNon_hope_speech,1
നിങ്ങളോട് ആണിനെ കെട്ടണം എന്ന് ആരോ നിർബന്ധിച്ചു എന്ന മട്ടിലാണ് നിങ്ങളുടെ കമന്റ്nnഇഷ്ടമുള്ളവർ തമ്മിൽ വിവാഹം ചെയ്യാൻ സ്വാതന്ത്ര്യം ഉണ്ടാകണം എന്നാണ് നികേഷ് പറഞ്ഞത്nnഅല്ലാതെ ഇനി മുതൽ എല്ലാ ആണും ആണിനേയും എല്ലാ പെണ്ണും പെണ്ണിനേയും കെട്ടണം എന്നല്ലnnവെറും ലൈംഗികതയ്ക്കാണ് ഇവർ കെട്ടുന്നത് എന്നത്കൊണ്ട് നിങ്ങളെന്താ ഉദ്ദേശിക്കുന്നത്nnവെറും ലൈംഗികതയ്ക്ക് വേണ്ടി തന്നെ ആണോ പെണ്ണോ ട്രാൻസ് വ്യക്തിയോ ഒക്കെ കെട്ടി എന്ന് തന്നെയിരിക്കട്ടെHope_speech,1
Jeevitham avasanikkunnathuvare randuperum santhoshamay kazhiyatte ennu athmardhamayittu agrahikkunnuNon_hope_speech,1
Chilar angana tune cheyyan nokkum Nalla theri paranju oodichal mathiNon_hope_speech,1
ആർക്കും ഈ അവസ്ഥ വരാതെ ഇരിക്കട്ടെ പച്ച പാവങ്ങൾNon_hope_speech,1
മോഹനൻ വൈദ്യൻ ഇവിടെ വന്നപ്പോൾ അമേരിക്കയിൽ പോകാൻ ഒരു കോട്ട് തച്ചു എന്ന് പറഞ്ഞായിരുന്നു ആരേലും ചോദിച്ചാൽ ആ കോട്ട് ഒരു പൊട്ടന് കൊടുത്തുന്നു പറഞ്ഞേക്കു പൊട്ടനെ കാണാൻ ഈ എപ്പിസോഡ് കണ്ടാൽ മതിNon_hope_speech,1
സർ എത്ര മിനിട്ട് വരെ വയറസ് പുറത്ത് ജീവിക്കുംNon_hope_speech,1
Avatharika name enthanavoNon_hope_speech,1
Benjamin നിങ്ങളെ പോലുള്ളവർ നാളെ ഇതുപോലെ ആകാതിരിക്കാൻNon_hope_speech,1
Agana orikkallum koduvarann pattillla ath 2parkkum orupolla thonnannamHope_speech,1
ഞാനും ഒരു homosexual ആണ് എനിക്ക് ഒരിക്കലും അതിൽ regreat തോന്നിയിട്ടില്ലHope_speech,1
jr ഏതു മതത്തിലെ ദൈവമായാലും എല്ലാം കണക്കാ religion is poisonNon_hope_speech,1
KOZHIKKOTTUKAR arokkey ind ivdeyNon_hope_speech,1
Sunil George ente opinion sharikkum vayikku teachare ivarkku ennalla aarkkum avaravarudethaya swathanthryathil ivide jeevikkaam ivarkku kuttikale venam edukkanam ennokke paranjaal Aa kuttiyum ivare pole aayi Athu pinne oru sambradayamayi maranamennano thankal parayunneNon_hope_speech,1
Ee kottitta myran eathaNon_hope_speech,1
Ikku alla ninnaya uddeshicheNon_hope_speech,1
പോലീസുകാരൊക്കെ വെറും മാടമ്പി സ്വഭാവക്കാരാണ്Non_hope_speech,1
Midhun നിനക്കെന്താ ഇത്ര ചൊറിച്ചിൽ നിന്റെ ലൈൻ ആണോNon_hope_speech,1
സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോHope_speech,1
Vp കൊള്ളാലോ കളി ഡീറ്റെയിൽസ് തന്നാൽ നീ എന്നെ ഒലത്തുമോ ഇത് നല്ല രസമുണ്ടല്ലോ പറമ്പത്ത് കുട്ടിയും കോലും കളിക്കുന്ന പിള്ളേരോട് പറNon_hope_speech,1
ഒരു ചുക്കും ചെയ്യില്ല ഇന്ത്യ വെറുതെ ഓലപ്പടക്കം പൊട്ടിക്കുക നമ്മുടെ 20 ആളെ അവർ കൊന്ന് ഇനി 200 ആളെ നമ്മൾ കൊള്ളുക എന്നിട്ടുമതി തള്ള്Non_hope_speech,1
കെവിൻ എന്ന് പറയുന്ന ഈ ഊള ഏതാണ്Non_hope_speech,1
കൊറോണ വിചാരികുന്നതും ഇതാണ് എങ്ങനെ മനുഷ്യനെ ഇല്ലാതാക്കാംNon_hope_speech,1
VTY thangalkk avshyamulla cmnt itta pore verthe pallinte edel kuthi manappikanoNon_hope_speech,1
അയ്യോടാഎന്ത് പാവമാണ് ഇവർ രണ്ടു പേരുംനികേഷ് സംസാരിക്കുമ്പോൾ സോനു നോക്കുന്നത് കണ്ടാൽ അറിയാം അവർ തമ്മിലുള്ള സ്നേഹംഒരു പെൺകുട്ടിയെ വിവാഹം കഴിക്കാൻ വീട്ടുകാർ നിർബന്ധിച്ചിട്ടും ഒരു പങ്കാളി ചതിച്ചിട്ടും സ്വയം മനസ്സിലാക്കി അതിനെ എതിർത്ത നികേഷിനോട് ബഹുമാനം തോന്നുന്നു nനിങ്ങൾ നന്നായി ജീവിക്കുHope_speech,1
kp കേരളത്തിൽ ഐസിസിലേക്ക് തീവ്രവാദറിക്രൂട്മെന്റ് നടക്കുന്നു എന്ന പച്ചയായ പരമാർത്ഥം എങ്ങനെ ആണ് വർഗീയം ആവുന്നത്മോൻ അതിനെ ഓണസദ്യയുംNon_hope_speech,1
Aloud നിൻ്റെ അച്ചനും അമ്മക്കും വിദ്യാഭ്യസം ഉള്ളതു കൊണ്ടാണു നീ ഉണ്ടായത് ചക്കെNon_hope_speech,1
Happy wedding anniversary suryamma eniyum kure kalam 2 aalum deergausayirikatte daivam anugrahikatte 2 aalem Ningalde community kum society kum ningal 2 alum oru mathraka ayi maratteHope_speech,1
P Roy oh my fellow Christianity il jaathi ചിന്തയെ കുറിച്ച് പറയുമ്പോൾ ഇസ്ലാമിന്റെ പെണ്ണ് kettu പറഞ്ഞു divert ചെയ്യല്ലേNon_hope_speech,1
ഞാൻ ഒരുപാട് തവണ സ്പെന്റ് ചെയ്യുന്നത് helo ആണ് അത് ban ആയി അതിന് പകരം യൂസ് ആക്കാൻ പറ്റുന്ന നല്ല app പറഞ്ഞു തരാമോNon_hope_speech,1
Manu സുഹൃത്തേ അതാണ് ഞാന് പറഞ്ഞതുംNon_hope_speech,1
Randalum life powlikHope_speech,1
Surya good കഴിഞ്ഞ കാലം ഓർക്കുന്നതാണ് ഏറ്റവും വലിയ കാര്യം God bless uHope_speech,1
പ്രകൃതി എന്താണ് സഹോnnഎന്താണ് ഇതിൽ പ്രകൃതി വിരുദ്ധം ആയിട്ടുള്ളത്Non_hope_speech,1
നിങ്ങളുടെ മതം കാരണംNon_hope_speech,1
Anchorer kollamNon_hope_speech,1
I am made in Indianotmalayalam,0
I kall vangallleeeNon_hope_speech,1
സർ ഞാനുമായി സമ്പർക്കം പുലർത്തിയ എന്റെ സുഹൃത് ഇപ്പോൾ covid പോസിറ്റീവ് ആണ് nഞാനിനി എന്തൊക്ക കാര്യങ്ങൾ ചെയ്യണംNon_hope_speech,1
PA nNrc caa ivide nadappakki varunnund athukondaanu kore Bangladeshi pattikal okke pooyathu India ye verukkunna kore peerakal shaheen bagum mattum konduvannu Pidichu annakkilozhichukoduthu chunakuttikal nnEda mwone pakisthanil poyittu jihadikale theerathavarkku valinju keri vanna vaanangale eduthu kalayuka ennathu valiya kaaryamonnumallla India bharikkunnath rss aanu India njangade thanthayude vakathanneNon_hope_speech,1
Sir പാലുണ്ണി എങ്ങനെയാ natural ആയി ഒഴുവക്കാംNon_hope_speech,1
സർ വിലപ്പെട്ട അറിവുകൾnഞാൻ ഇപ്പോ ക്വാറന്റനിലാണ് വിദേശത്ത് നിന്ന് വന്നിട്ട് 20 ദിവസം കഴിഞ്ഞു ആദ്യം 7 ദിവസം സർക്കാർ ക്വാറന്റെൻ അത് കഴിഞ്ഞ് എന്റെ വീട്ടിലെ ഭാര്യ മക്കളെ അവരുടെ വീട്ടിൽ പറഞ്ഞയച്ച് ഞാൻ ഒറ്റക്ക് വീട്ടിലാണ് 14 ദിവസം കഴിഞ്ഞ് ഹെൽത്ത് പറഞ്ഞു ഇനിയും 14 ദിവസം വീട്ടിൽ തന്നെ ഇരിക്കണമെന്നും നിക്കൾക്ക് ഭാര്യയെ വിളിക്കാമെന്നും 10 വയസ്സിന്ന് താഴെയുള്ള മക്കളായത് കൊണ്ട് അവരെ വിളിക്കരുതെന്നും ഞാൻ ആകെ 28 ദിവസമാകാൻ കാത്തിരിക്കയാണ്nസാറിന്റെ മുമ്പേ ത്തെ ഒരു വീഡിയോയിൽ ഞാൻ കേട്ടു ഒരാൾ രോഗിയാണെങ്കിലും 14 ദിവസം കഴിഞ്ഞാൽ മറ്റൊരാളിലേക്ക് പകർത്താനുള്ള കഴിവില്ലെന്ന് nഅപോൾ 28 ദിവസം എന്തിനാണ് ആവശ്യം Non_hope_speech,1
Nengal paranhath shariyaaanenn aaadhyam gayne kurich vjarikkumbo thonniyirunnu but avar janmanaaa anganeyaaanath nokkumbo avar paaavangalalleellavarum god creationsaaanHope_speech,1
Mashallah great msg big salute tx drsirnotmalayalam,0
കുറേ പട്ടാളക്കാർ കഷ്ടപ്പെടുന്നു ഞാനടക്കമുള്ള കുറേ പേർ രാജ്യസ്നേഹം പറഞ്ഞിട്ടും ചൈനയുടെ ഉൽപ്പന്നങ്ങളും ആപ്പുകളും daily use ചെയ്യുന്നു അവയൊക്കെ ബഹിഷ്കരിക്കാൻ കഴിവതും ശ്രമിക്കുംNon_hope_speech,1
apo boyne ningl nth ayi anu kanunne boy ayi oru vikarom kanilleNon_hope_speech,1
Remove china app ഞാൻ ആദ്യം ഇൻസ്റ്റാൾ ചെയ്തിരുന്നു ഇത് വെച് chinese app പെട്ടന്ന് കണ്ടു പിടിക്കാൻ പറ്റി nBOYCOTT CHINANon_hope_speech,1
Illagilum nallathe parayunnavare aarkkum kandukooda avideyum undakum drohikalNon_hope_speech,1
ു മലയാളി പോയി കുണ്ണയെട്ത്ത് ആട്ട് മയ്രേNon_hope_speech,1
Nthoke paranjallum Namma single pasang thenenSingles like adi makkalenNon_hope_speech,1
ഈ സന്തോഷം എന്നും ഉണ്ടാവട്ടെ സഹോദരിHope_speech,1
Emany എങ്കിൽ ഞാൻ ടിവി തല്ലി പൊട്ടിക്കുംNon_hope_speech,1
Asaru vlog GET SOME EDUCATION BITCHnotmalayalam,0
Woodsnotmalayalam,0
Mohanan മതം ഇല്ലാത്ത USSRNon_hope_speech,1
Bharat Matha ki jaiNon_hope_speech,1
India over populated allenno ithaanee mandan 133 billion aayi ini engotta pokande nammude 3 time size ulla China vare 140 billion aanuNon_hope_speech,1
സുഖമായി 78 മണിക്കൂർ ഉറക്കം Continue ആയിട്ട് ഉറങ്ങണം എന്നുണ്ടോ drNon_hope_speech,1
മെസെന്ജറിൽ കുണ്ടന്മാരുടെ മെസേജ് വരുന്നവർ ഉണ്ടെങ്കിൽ ചറപറാ അടിമക്കളെ ലൈക് Non_hope_speech,1
Ithokay enginay angeekariykan pattumNon_hope_speech,1
ു മലയാളി താനേതാടാnരാഷ്ട്രീയം വീട്ടീന്നാ പറയണ്ടേNon_hope_speech,1
Jai pubg eniyilla Jai Bharat mathaNon_hope_speech,1
will do a videonotmalayalam,0
Athinu pubg chinees app alla Korean app aanuchinees company aaya tencentinu 10 share und athaa ellarum chinees aanenn parayunnath nnnammal pubg kalichal kuyappamonnum illa Pubg kalikkunnavar cash koduth enthenkilum vaangiyaal athinte 10 chinees company kk pokumNon_hope_speech,1
Broo Negal e parayunna app okke indian aanoNon_hope_speech,1
സർ നന്ദിnഒരാൾ ചുമക്കുമ്പോൾ 200 മില്യൻ എന്ന് പറഞ്ഞു അപ്പോൾ ഈ വൈറസ് എത്ര സമയം അന്തരീക്ഷത്തിൽ നിലനിൽക്കുംnഅങ്ങനെ നില നിന്നാൽ കോവിഡ് ഉള്ള ഒരു വീടിന്റെ പരിസരത്തുള്ള ആൾക്കാർക്ക് രോഗം വരാനുള്ള സാധ്യത ഇല്ലേNon_hope_speech,1
കെവിൻ thaagalude എഡ്യൂക്കേഷൻ ക്വാളിഫിക്കേഷൻ എന്താണ് നിങ്ങൾ എന്താണ് പറയുന്നത് ഒന്നും manasilakkunila വെരി ബാഡ് nigalude ബോഡി ലാംഗ്വേജ് ഇൽ മനസിലാകുന്നുണ്ട് നിങ്ങൾക് ഇതിനെ കുറിച് വ്യക്തമായ arivila കോൺഫിഡൻസ് ഇല്ല നല്ല ഇന്റർവ്യൂ ടെ വളരെ മോശമായ ഭാഗം ആണ് കെവിൻ ടെ ഭാഗംNon_hope_speech,1
Home made sweets kazhikkan pattumoNon_hope_speech,1
എന്താണ് ഗേ എന്നതിനെപ്പറ്റിയും സ്വവർഗാനുരാഗം എന്നതിനെപ്പറ്റിയും കുറേ കാര്യങ്ങൾ വായിച്ചു മനസിലാക്കുകHope_speech,1
4 U Media ഭയങ്കര തമാശ ഞാൻ ചിരിച്ചു ചത്തുNon_hope_speech,1
എന്റെ കുടുംബത്തിൽ എത്രയോ കല്യാണങ്ങളും പ്രണയങ്ങളും നടക്കുന്നു അതിൽ കുറെയെണ്ണം homosexual ആയാൽ എനിക്കെന്താ എനിക്കെന്നല്ലHope_speech,1
കെവിന്റ വാ അടപ്പിച്ചു കളഞ്ഞുNon_hope_speech,1
Chetta pubg yaaNon_hope_speech,1
Kevin mandanumalla pulli parayunna Oro karyavum correct anypakshe athu paranju pidipikkan pullku aryillaKevin paranju ethiyalum Arun athu valichu pocketip ittu kodukunnuathu pullide vakchaduriyamNon_hope_speech,1
ആ ഹോസ്റ്റലിന്റെ നെയിം മാത്രം കമന്റ് ബോക്സിൽ നോക്കാൻ വന്നവർ ഉണ്ടെങ്കിൽ ഇവിടെ ലൈക് അടിNon_hope_speech,1
Chetta njn chettante oru big fan anu Ella videos um kanarunduHope_speech,1
Hai sooryammaaa Ammayude vakkukal enne orupadu sagada peduthi Engilum saghadathekkal adhikam santhoshavum enikkundayioppam thanne abhimanavumkaranam prathisanthikale marikadannu ithuvare ethiyille Iniyum othiri othiri uyaraghalilekku Ethan daivam nighale sahayikkatte God bless you sooryammaaa ishaniikkkaaaHope_speech,1
RSS തീവ്രവാദികൾ നേരത്തെ പദ്ധതി ഇട്ട പ്രകാരം ചൈനയുമായി ചേർന്ന് നടത്തുന്ന ഒരു നാടകമാണിത് ബലിയാടാവുന്നത് പാവം ഇന്ത്യൻ സൈനികരുംNon_hope_speech,1
Kottitta pottan bababa adikkaanallo nOnnum parayaaan kittunnillanParayunnathonnum nyaayavum illaNon_hope_speech,1
സൂര്യാമാ നോമ്പ് പിടിക്കാറുണ്ടോNon_hope_speech,1
Ethu motham kalagal pinnna phone enthinnnaNon_hope_speech,1
Hpy wding anvsry surya ishan ikkayude matham seekarichoodeHope_speech,1
MTJ ningade kudumbathil ninnu ethenkilum aal marichenkil ningal engane parayuka illayirunnuNon_hope_speech,1
Sad story mikyavardeyum vicharam gayNon_hope_speech,1
Nidha നീയൊക്കെ കണ്ടത് എന്താ മതത്തിന്റെ പേരിൽ കുത്തുപാള എടുക്കുന്നവർ ഇപ്പോഴും ഉണ്ട്Non_hope_speech,1
Faris Mwonuse eth ninak manassilaakilla kaaranam neeyathalla ennum paranj ente thoolath keeraan varallNon_hope_speech,1
China ayit muttan patilla broNon_hope_speech,1
Kalli balli thulayatteNon_hope_speech,1
പഠിക്കണം പഠിക്കണം എന്തു പഠിക്കണം nnആ അതെനിക്കറിയില്ലNon_hope_speech,1
matamiladhahu mattadhinu matram annuNon_hope_speech,1
KarayandaPottu ellam sheriyavumHope_speech,1
Arun sir kidukkiHope_speech,1
കമ്മി ആണല്ലേNon_hope_speech,1
Evara polullavariku kuttykala adoppet cheyanula neyamam undakata athukond oro arorum ellatha kungukalda life kudee raksha pedumHope_speech,1
ദേ പഞ്ചായത്തിലെ ഒരേയൊരു ബുദ്ധിമാൻ വന്നിരിക്കുന്നുNon_hope_speech,1
Tik tok ban cheyyumm Non_hope_speech,1
ജോസഫ് പുത്തൻപുരയിൽ അച്ചൻ ഉണ്ടായിരുന്നു വെങ്കിൽ അവതാരകനും സംഘവും വെള്ളം കുടിച്ചേനെNon_hope_speech,1
കേരളത്തിൻറ ഒരു പോക്കേNon_hope_speech,1
Suji മോട്ടോ ലെനോവോ യുടെ കയ്യിലാണ് സഹോNon_hope_speech,1
Avar already set aaannNon_hope_speech,1
Abudulla mttc kainj teacher avan povunnuNon_hope_speech,1
Ponno kidu roast cheyyunnath keettittum kandittum ond pakshe eth myaarakamThank youNon_hope_speech,1
ഇതിൽ അടിച്ചവർ എന്താണ് ഉദ്ദേശിക്കുന്നത്Non_hope_speech,1
ഈ xender നു പകരം app use ചെയ്യാൻ നമുക്ക് ഇന്ത്യ ക്കാർക്ക് വികസിപ്പിക്കാൻ കഴിയില്ലേNon_hope_speech,1
പാത്തു ജനിച്ചു പോയതല്ല അവരെ ബാല്യത്തിലെ അവരുടെ കുടുംബങ്ങളിൽ നിന്നും മറ്റുള്ളവരിൽ നിന്നും വിദ്യക്ക് പകരം ലൈംഗിക ചൂഷണം പോലുള്ളവ നേരിട്ടാൽ കുഞ്ഞുങ്ങൾ ഇങ്ങനെ ആകും അതിൽ തെറ്റുപറയാൻ pattillaNon_hope_speech,1
Say no to pubgnSay yes to pesNon_hope_speech,1
S മറ്റേ ചേച്ചി ഉഫ്Non_hope_speech,1
Deepഅത് തന്നെയാണ് ഞാനും പരന്ജതNon_hope_speech,1
Trollz എന്നെ സബ് ചെയ്ത തിരിച്ചും ചെയാംNon_hope_speech,1
Swantham peril vannit theri vilikkaada thaliiiNon_hope_speech,1
എന്റ കൈയിൽ ഇവ ഒന്നും ഇല്ലNon_hope_speech,1
നീ മൊഞ്ചുള്ള ചെക്കന്മാരെ കണ്ടിട്ടില്ലേ നിനക്ക് കാഴ്ച കുറവുണ്ടോNon_hope_speech,1
റഹീമിന് എന്തൊരു ഗാംഭീര്യമാണ് നല്ല ശബ്ദംNon_hope_speech,1
Mi phone upayoogikkunna njannMi store uninstall chayyaaneeNon_hope_speech,1
Sathyam enik kore anubavam ondNon_hope_speech,1
പൊട്ടൻ കൊട്ടിട്ടോ nനീ എന്ത് തേങ്ങയാടാ പറയുന്നത്Non_hope_speech,1
Opposite il irikunna kazhitha etha pottanNon_hope_speech,1
അവതാരകൻ പൊട്ടൻ ആണ്Non_hope_speech,1
Ath maateett avar kkonnum നഷ്ടപെടാനില്ല അവർക്ക് കിട്ടേണ്ട പൈസ അവർ ക്ക് കിട്ടിNon_hope_speech,1
Malik ദയവായി താങ്കൾക് ഉണ്ടായ അനുഭവം വെച്ച് എല്ലാ ഗെയ്സിനും അങ്ങനെ കാണല്ലേ അനുവാദം ഇല്ലാതെ ഏത്തവാൻ എങ്കിലും ദേഹത്തു തൊട്ടാൽ അടിച്ചു പല്ലുപറിക്കണം സ്വന്തം മക്കളെ പീഡിപ്പിക്കുന്ന പിതാക്കന്മാരുണ്ട് നമ്മുടെ നാട്ടിൽ എന്നുകരുതി എല്ലാ പിതാക്കന്മാരും അങ്ങനെ ആണെന്ന് കരുതുന്നത് തെറ്റാണുHope_speech,1
